Categoria-1,Ref,Tipologia,OLDVSCORE,VScore,RAWQP,QP,MediaGrezza,Valutazione,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Anno,Produttore,Nome,Denominazione,Menzioni,Classificazione,Regione,Prezzo,Composizione,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero
,0002094,Rosso Fermo,,,,,,4,89,4,89,nd,nd,2017,Feudo Di San Maurizio,Valle D'Aosta Torrette Superieur La Prieure,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,15-19,Petit Rouge 95% – Syrah 5%,14.5,6k,Costolette alla valdostana,9 mesi in botte,"Veste rosso rubino con ricordi purpurei. La varietà dei profumi si apre con sensazioni  di ciliegia, prugna, violetta, anice e pepe nero; prosegue svelando un còté evoluto di tabacco da pipa, cioccolato e ceralacca. Il sorso è dominato da un tannino scorrevole e una buona sapidità; esprime appieno il suo potenziale fino al lungo finale. Matura per 9 mesi in botti di rovere di Allier da 11 ettolitri ",,na,na,na,na,na,Italia,2,,,
,0002094-1,Rosso Fermo,1.12,13,0.76,17,3.0,2★-4★,nd,2★-4★,nd,nd,nd,,Feudo Di San Maurizio,Valle D'Aosta Torrette Superieur La Prieure,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,15-19,Petit Rouge – Syrah,14.5,6k-7k,Costolette alla valdostana,9 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0002078,Rosso Fermo,,,,,,1,79,1,79,nd,nd,2016,Grosejan Vins,Valle D'Aosta Torrette Superieur Vigne Rovettaz,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,15-19,Petit Rouge 75% – Cornalin 10% – Fumin 10% – Premetta 5%,13.5,7k,nd,12 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002078,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2017,Grosejan Vins,Valle D'Aosta Torrette Superieur Vigne Rovettaz,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,20-24,Petit Rouge 75% – Cornalin 10% – Fumin 10% – Premetta 5%,13.5,6k,Bocconcini di coniglio in umido,12 mesi in botte,"Rosso rubino intenso con riflessi purpurei Bouquet dominato da piccoli frutti rossi, lamponi e ribes, con accenni di erbe officinali, china, rabarbaro e pepe bianco. Nell'assaggio  | prevale la freschezza, ben integrata da un tannino ancora esuberante. Sosta in botti di Slavonia per 12 mesi. ",,na,na,na,na,na,Italia,2,,,
,0002078,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2019,Grosejan Vins,Valle D'Aosta Torrette Superieur Vigne Rovettaz,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,10-14,Petit Rouge 75% – Cornalin 10% – Fumin 10% – Premetta 5%,13.5,6k,nd,15 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002078-1,Rosso Fermo,0.68,8,0.66,14,2.3,1★-3★,nd,1★-3★,nd,nd,nd,,Grosejan Vins,Valle D'Aosta Torrette Superieur Vigne Rovettaz,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,10-14,Petit Rouge 75% – Cornalin 10% – Fumin 10% – Premetta 5%,13.5,6k-7k,Bocconcini di coniglio in umido,12-15 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0002087,Rosso Fermo,,,,,,3,86,3,86,3,86,2018,La Plantze,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,35-39,Petit Rouge 70% – Cornalin 20% – Fumin 10%,14.5,2k,Stracotto di manzo al Torrette,12 mesi in barrique,"Rubino intenso e luminoso. Profilo olfattivo invitante, con profumi di ciliegia, fragola e piccoli frutti rossi, seguiti da tratti di rosa canina, humus e leggeri cenni di pepe nero. Corpo mediamente strutturato, con tannini giovanili adagiati su un finale fresco. Riposa per 12 mesi in barrique. ",,na,na,na,na,na,Italia,2,,,
,0002087,Rosso Fermo,,,,,,3,86,nd,nd,3,86,2019,La Plantze,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,35-39,Petit Rouge 70% – Cornalin 20% – Fumin 10%,14.5,2k,,12 mesi in barrique,,,na,na,na,na,na,Italia,2,,,
,0002087-1,Rosso Fermo,0.68,8,0.21,5,3.0,3★,86.0,3★,86.0,3★,86.0,,La Plantze,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,35-39,Petit Rouge 70% – Cornalin 20% – Fumin 10%,14.5,2k,Stracotto di manzo al Torrette,12 mesi in barrique,,,na,na,na,na,na,Italia,1,,,
,0002082,Rosso Fermo,,,,,,1,79,1,79,nd,nd,2014,La Source,Valle D'Aosta Torrette,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,15-19,Petit Rouge 90% – Vien de Nus 10%,13,8k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0002082,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2015,La Source,Valle D'Aosta Torrette,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,15-19,Petit Rouge 90% – Vien de Nus 10%,13,9k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0002082,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2019,La Source,Valle D'Aosta Torrette,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,10-14,Petit Rouge 90% – Vien de Nus 10%,13,9k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0002082-1,Rosso Fermo,0.23,3,0.23,5,1.7,1★-2★,nd,1★-2★,nd,nd,nd,,La Source,Valle D'Aosta Torrette,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,10-14,Petit Rouge 90% – Vien de Nus 10%,13,8k-9k,nd,-,,,na,na,na,na,na,Italia,1,,,
,0002086,Rosso Fermo,,,,,,2,84,2,84,nd,nd,2013,La Source,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,15-19,Petit Rouge 90% – Fumin 10%,13,4k,Carbonada con polenta,12 mesi in tonneau,"Rubino intenso. Incipit olfattivo speziato, con evidenza di chiodi di garofano, noce moscata e pepe nero, seguono accenni di mora, rosa canina e tamarindo. Un tannino ancora da domare completamente tratteggia un palato che si avvia rapido verso l'equilibrio. Vinificato in acciaio, matura per 12 mesi in tonneau di rovere francese. ",,na,na,na,na,na,Italia,2,,,
,0002086,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2014,La Source,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,15-19,Petit Rouge 90% – Fumin 10%,13,4k,Filetto al bleu d'Aoste,12 mesi in tonneau,"Rosso rubino intenso. Ventaglio olfattivo intenso e pulito, con noce moscata e chiodi  di garofano, ciliegia croccante, sottobosco, tabacco e liquirizia. Sorso fresco e di gradevole coerenza. Si allunga tra sensazioni di frutta, spezie e sentori tostati, con tannini ben levigati Riposa per 12 mesi in tonneau ",,na,na,na,na,na,Italia,2,,,
,0002086,Rosso Fermo,,,,,,2,84,3,86,2,82,2015,La Source,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,15-19,Petit Rouge 90% – Fumin 10%,13,3k,nd,12 mesi in tonneau,,,na,na,na,na,na,Italia,2,,,
,0002086-1,Rosso Fermo,0.57,7,0.39,9,2.3,2★-3★,84.7,2★-3★,85.3,2★,82.0,,La Source,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,15-19,Petit Rouge 90% – Fumin 10%,13,3k-4k,Carbonada con polenta – Filetto al bleu d'Aoste,12 mesi in tonneau,,,na,na,na,na,na,Italia,1,,,
,0002079,Rosso Fermo,,,,,,3,85,3,85,nd,nd,2016,Le Grain,Valle D'Aosta Torrette,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,10-14,Petit Rouge 70% – Cornalin 15% – Fumin 15%,13,1k,Tagliere di mocetta e lardo di Arnad,7 mesi in acciaio,"Manto rosso rubino. | profumi rivelano una nota tostata che subito si assesta su sfumature di pepe bianco, noce moscata, ribes e lamponi Dinamica gustativa fresca e balsamica in cui un tannino levigato delizia il palato. Chiusura gradevolmente amaricante. Solo acciaio per 7 mesi ",,na,na,na,na,na,Italia,2,,,
,0002079,Rosso Fermo,,,,,,2,84,2,84,nd,nd,2019,Le Grain,Valle D'Aosta Torrette,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,10-14,Petit Rouge 70% – Cornalin 15% – Fumin 15%,12.5,1k,nd,9 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0002079-1,Rosso Fermo,0.45,5,0.44,10,2.5,2★-3★,nd,2★-3★,nd,nd,nd,,Le Grain,Valle D'Aosta Torrette,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,10-14,Petit Rouge 70% – Cornalin 15% – Fumin 15%,12.5,6k-7k,Tagliere di mocetta e lardo di Arnad,9 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0002084,Rosso Fermo,,,,,,2,84,2,84,nd,nd,2015,Les Cretes,Valle D'Aosta Torrette Superiore,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,15-19,Petit Rouge 70% – Cornalin 10% – Fumin 10% – Mayolet 10%,13.5,16k,nd,12 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0002084,Rosso Fermo,,,,,,4,89,4,89,nd,nd,2017,Les Cretes,Valle D'Aosta Torrette Superiore,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,15-19,Petit Rouge 70% – Cornalin 10% – Fumin 10% – Mayolet 10%,14,13k,Coscia d'agnello arrosto,12 mesi in acciaio,"| Rosso rubino. Sorprendente impatto olfattivo nei profumi di frutta rossa sotto spirito, cassis e caramella gelée alla mora; cannella, liquirizia, sentori balsamici e di erbe di montagna completano il variopinto corredo odoroso. Palato avvolgente, morbido, con freschezza che vivacizza il sorso; tannini fini e levigati e chiusura persistente che sfuma su preziosità di menta. Sosta per 12 mesi in acciaio. ",,na,na,na,na,na,Italia,2,,,
,0002084,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2018,Les Cretes,Valle D'Aosta Torrette Superiore,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,15-19,Petit Rouge 100%,14,12k,nd,12 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0002084,Rosso Fermo,,,,,,3,86,nd,nd,3,86,2019,Les Cretes,Valle D'Aosta Torrette Superiore,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,15-19,Petit Rouge 100%,14,12k,nd,12 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0002084-1,Rosso Fermo,1.79,21,1.22,27,3.0,2★-4★,86.3,2★-4★,86.3,3★,86.0,,Les Cretes,Valle D'Aosta Torrette Superiore,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,15-19,Petit Rouge – Cornalin – Fumin – Mayolet,14,12k-16k,Coscia d'agnello arrosto,12 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0002080,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2019,Mai Domi,Valle D'Aosta Torrette Superieur Domus Nostra,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,20-24,Petit Rouge 95% – Gamay 5%,13,1k,nd,13 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002080-1,Rosso Fermo,0.34,4,0.18,4,3.0,3★,nd,3★,nd,nd,nd,,Mai Domi,Valle D'Aosta Torrette Superieur Domus Nostra,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,20-24,Petit Rouge 95% – Gamay 5%,13,1k,nd,13 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0002075,Rosso Fermo,,,,,,1,79,1,79,nd,nd,2015,Maison Agricole,Valle D'Aosta Torrette,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,10-14,Petit Rouge 90% – Fumin 10%,13.5,7k,nd,12 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0002075,Rosso Fermo,,,,,,2,83,2,83,nd,nd,2016,Maison Agricole,Valle D'Aosta Torrette,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,10-14,Petit Rouge 90% – Fumin 10%,13.5,7k,nd,12 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0002075,Rosso Fermo,,,,,,2,84,2,84,nd,nd,2017,Maison Agricole,Valle D'Aosta Torrette,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,10-14,Petit Rouge 90% – Fumin 10%,13.5,5k,nd,12 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0002075,Rosso Fermo,,,,,,3,85,3,85,nd,nd,2018,Maison Agricole,Valle D'Aosta Torrette,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,15-19,Petit Rouge 80% – Cornalin 10% – Fumin 10%,13.5,2k,nd,12 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0002075,Rosso Fermo,,,,,,2,84,2,84,nd,nd,2019,Maison Agricole,Valle D'Aosta Torrette,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,15-19,Petit Rouge 80% – Cornalin 10% – Fumin 10%,13.5,5k,nd,12 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0002075-1,Rosso Fermo,0.69,8,0.47,10,2.0,1★-3★,nd,1★-3★,nd,nd,nd,,Maison Agricole,Valle D'Aosta Torrette,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,15-19,Petit Rouge 80% – Cornalin 10% – Fumin 10%,13.5,2k-7k,nd,12 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0002074,Rosso Fermo,,,,,,2,84,2,84,nd,nd,2017,Maison Agricole,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,20-24,Petit Rouge 90% – Syrah 10%,13.5,1k,nd,12 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002074,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2019,Maison Agricole,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,20-24,Petit Rouge 90% – Syrah 10%,14.5,1k,nd,12 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002074-1,Rosso Fermo,0.45,5,0.24,5,2.5,2★-3★,nd,2★-3★,nd,nd,nd,,Maison Agricole,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,20-24,Petit Rouge 90% – Syrah 10%,14.5,1k,nd,12 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0002101,Rosso Fermo,,,,,,3,85,3,85,nd,nd,2014,Maison Anselmet,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,20-24,Petit Rouge 70% – Fumin 25% – Cornalin 5%,13,9k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0002101,Rosso Fermo,,,,,,2,84,2,84,nd,nd,2016,Maison Anselmet,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,20-24,Petit Rouge 70% – Fumin 25% – Cornalin 5%,13.5,17k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0002101-1,Rosso Fermo,0.45,5,0.24,5,2.5,2★-3★,nd,2★-3★,nd,nd,nd,,Maison Anselmet,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,20-24,Petit Rouge 70% – Fumin 25% – Cornalin 5%,13.5,9k-17k,nd,-,,,na,na,na,na,na,Italia,1,,,
,0002091,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2018,Nicola Del Negro,Valle D'Aosta Torrette,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,10-14,Petit Rouge 90% – Pinot nero 10%,15,2k,Pennette al prosciutto e salsiccia,10 mesi in acciaio,"Rosso porpora intenso. In apertura sentori vinosi seguiti da piccoli frutti rossi, lampone, agrume, ciclamino, erba fresca e grafite. Giovanile anche nell'assaggio, fresco e con tannini in evoluzione. Godibile il finale, tutto frutta e fiori. In acciaio per 10 mesi. ",,na,na,na,na,na,Italia,2,,,
,0002091-1,Rosso Fermo,0.12,1,0.11,2,2.0,2★,nd,2★,nd,nd,nd,,Nicola Del Negro,Valle D'Aosta Torrette,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,10-14,Petit Rouge 90% – Pinot nero 10%,15,2k,Pennette al prosciutto e salsiccia,10 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0002076,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2019,Nicola Del Negro,Valle D'Aosta Torrette Dante,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,30-34,Petit Rouge 90% – Cornalin 10%,14.5,1k,nd,2 mesi in acciaio + 12 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002076-1,Rosso Fermo,0.12,1,0.04,1,2.0,2★,nd,2★,nd,nd,nd,,Nicola Del Negro,Valle D'Aosta Torrette Dante,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,30-34,Petit Rouge 90% – Cornalin 10%,14.5,1k,nd,2 mesi in acciaio + 12 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0002092,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2017,Noussan,Valle D'Aosta Torrette Superieur La Prieure,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,20-24,Petit Rouge 80% – Altri 20%,14,2k,Roast-beef di vitello e rape glassate all'aceto balsamico,12 mesi in botte grande,Rosso rubino con sfumature color porpora Emergono al naso sentori speziati insieme a pesca e arancia sanguinella. In bocca l'alcol appare ben bilanciato; a dominare è un tannino gradevole ma ancora esuberante. Matura per 12 mesi in grandi botti di rovere. ,,na,na,na,na,na,Italia,2,,,
,0002092,Rosso Fermo,,,,,,3,86,nd,nd,3,86,2018,Noussan,Valle D'Aosta Torrette Superieur La Prieure,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,20-24,Petit Rouge 80% – Altri 20%,14,2k,,12 mesi in botte grande,,,na,na,na,na,na,Italia,2,,,
,0002092-1,Rosso Fermo,0.45,5,0.24,5,2.5,2★-3★,84.0,2★,82.0,3★,86.0,,Noussan,Valle D'Aosta Torrette Superieur La Prieure,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,20-24,Petit Rouge 80% – Altri 20%,14,2k,Roast-beef di vitello e rape glassate all'aceto balsamico,12 mesi in botte grande,,,na,na,na,na,na,Italia,1,,,
,0002081,Rosso Fermo,,,,,,5,91,5,91,nd,nd,2014,Ottin,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,20-24,Petit Rouge 80% – Cornalin 10% – Fumin 10%,13.5,4k,Lepre in salmì,10 mesi in botte,"Una perla di rara piacevolezza e vigore. Ostenta subito i tratti migliori della tipologia, grazie a uno smagliante e intenso color rubino. Nitidi sentori di ribes nero, mora di rovo, succo  di melograno e confettura di prugna, con guizzanti saette di pepe in grani e chiodi di garofano. A seguire terra umida, muschio  e sottobosco. Assaggio austero e rigoroso, equilibrato nell'apporto calorico e vivacizzato da una trama tannica ben congegnata Vinificazione in botte grande da 30 ettolitri e maturazione parziale in tonneau per 10 mesi ",,na,na,na,na,na,Italia,2,,,
,0002081,Rosso Fermo,,,,,,3,88,3,88,nd,nd,2015,Ottin,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,20-24,Petit Rouge 80% – Cornalin 10% – Fumin 10%,13.5,4k,nd,10 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002081,Rosso Fermo,,,,,,5,91,5,91,nd,nd,2016,Ottin,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,25-29,Petit Rouge 80% – Cornalin 10% – Fumin 10%,13.5,6k,Spezzatino di cinghiale,10 mesi in botte,"Veste rubino luminoso con accenni porpora. | profumi sono vivaci e conducono a una gran varietà di frutta rossa: frutti di bosco, marasca, lamponi e composta di prugne, integrati a spezie come lo zenzero, il cardamomo e il pepe bianco. Echi balsamici chiudono la sfilata olfattiva. l'assaggio è sorprendente, succoso e vivo. Il tannino, setoso, di mirabile qualità,  si unisce a un'acidità bilanciata, prolungando il sorso. Permanenza gustativa all'aroma di liquirizia. Matura in grandi tini di legno per 10 mesi ",,na,na,na,na,na,Italia,2,,,
,0002081,Rosso Fermo,,,,,,4,89,4,89,nd,nd,2017,Ottin,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,25-29,Petit Rouge 80% – Cornalin 10% – Fumin 10%,13.5,4k,nd,10 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002081,Rosso Fermo,,,,,,3,87,3,87,nd,nd,2018,Ottin,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,20-24,Petit Rouge 80% – Cornalin 10% – Fumin 10%,13.5,6k,nd,10 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002081,Rosso Fermo,,,,,,4,89,4,89,nd,nd,2019,Ottin,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,20-24,Petit Rouge 80% – Cornalin 10% – Fumin 10%,13.5,6k,nd,10 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002081-1,Rosso Fermo,8.64,100,4.55,100,4.0,3★-5★,nd,3★-5★,nd,nd,nd,,Ottin,Valle D'Aosta Torrette Superieur,Valle D'Aosta Torrette,Superieur,DOC,Valle D'Aosta,20-24,Petit Rouge 80% – Cornalin 10% – Fumin 10%,13.5,4k-6k,Lepre in salmì – Spezzatino di cinghiale,10 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0002089,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2017,Stefano David,Valle D'Aosta Torrette,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,10-14,Petit Rouge 70% – Gamay 20% – Fumin 10%,13.5,5k,Polenta concia,14 mesi in acciaio,"Rubino intenso, scuro, con vivaci riflessi porpora. Intensi profumi di piccoli frutti rossi, more e mirtilli si concludono con garbati sentori speziati. Il sorso è piacevole, dalla trama tannica giovane e dinamica. Di buona struttura, si allontana sui ricordi fruttati e con una prolungata scia amaricante. In acciaio per 14 mesi ",,na,na,na,na,na,Italia,2,,,
,0002089-1,Rosso Fermo,0.34,4,0.33,7,3.0,3★,nd,3★,nd,nd,nd,,Stefano David,Valle D'Aosta Torrette,Valle D'Aosta Torrette,,DOC,Valle D'Aosta,10-14,Petit Rouge 70% – Gamay 20% – Fumin 10%,13.5,5k,Polenta concia,14 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
2245,0002214,Rosso Fermo,,,,,,5,91,5,91,nd,nd,2014,Feudo Di San Maurizio,Valle D'Aosta Vuillermin,Valle D'Aosta Vuillermin,,DOC,Valle D'Aosta,25-29,Vuillermin 100%,13.5,4k,Rolata di camoscio in umido,12 mesi in botte,"Un Vuillermin in splendida forma, che sicolloca non solo al vertice della produzioneaziendale, ma tra i migliori assaggi dell'annoin valle. Rubino intenso con riflessi di vagamatrice ancora purpurea. Naso intenso divioletta appassita, mora di rovo, confettura diciliegia, chiodi di garofano e bacche di ginepro.Assaggio di interminabile persistenza, con unacalibrata dotazione calorica, armoniosamentebilanciata da tannini vivi e presenti. Finale dibocca sapido e arricchito da note speziateFermenta in botte di rovere di Allier da 10ettolitri, dove matura per 12 mesi.",,na,na,na,na,na,Italia,2,,,
2245,0002214,Rosso Fermo,,,,,,4,89,4,89,nd,nd,2015,Feudo Di San Maurizio,Valle D'Aosta Vuillermin,Valle D'Aosta Vuillermin,,DOC,Valle D'Aosta,20-24,Vuillermin 100%,13,3k,Lepre in salmì,12 mesi in botte,"Rosso rubino brillante, si apre al naso consentori speziati di cardamomo, chiodi digarofano e barbaforte. Seguono netti effluvidi arancia sanguinella e sottobosco. ll finale èsottolineato da china, humus e porcino secco.Vigoroso in bocca, l’assaggio è sostenuto dauna trama tannica che ne allunga la beva,Bocca sapida e polposa, avvolge il palato conuna lunga persistenza fruttata. Fermenta inlegno, dove rimane per 12 mesi",,na,na,na,na,na,Italia,2,,,
2245,0002214,Rosso Fermo,,,,,,3,87,3,87,nd,nd,2016,Feudo Di San Maurizio,Valle D'Aosta Vuillermin,Valle D'Aosta Vuillermin,,DOC,Valle D'Aosta,20-24,Vuillermin 100%,13.5,3k,Capriolo brasato,12 mesi in botte,"Rosso rubino lucente con sfumature violacee.AI naso richiama la terra umida e i funghi, ilsottobosco e il muschio, su un letto di piccolifrutti, come ribes e more. Il pepe rosa siaccompagna a ricordi di chiodi di garofanoe pino mugo. Il sorso è avvolgente e sapido;tannini ancora pronunciati. Nel finale emergonoi frutti di bosco, accompagnati dalla ciliegiaFermenta in legno, dove sosta per 12 mesi",,na,na,na,na,na,Italia,2,,,
2245,0002214,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2017,Feudo Di San Maurizio,Valle D'Aosta Vuillermin,Valle D'Aosta Vuillermin,,DOC,Valle D'Aosta,20-24,Vuillermin 100%,13.5,5k,Spiedo di cervo con scalogni e castagne,8 mesi in botte,"Rosso porpora impenetrabile. L'impattoolfattivo è caratterizzato da sentori di ciliegia,mora e lamponi, intrecciati a cannella, chiodidi garofano, pepe bianco e liquirizia; il tuttoè avvolto da effluvi balsamici, poi humus,sottobosco e fieno. Al gusto si esprime conpienezza,; il tannino è rifinito, il sorso sapido;lungo epilogo speziato. In botti di rovere da 10ettolitri per 9 mesi",,na,na,na,na,na,Italia,2,,,
,0002214-1,Rosso Fermo,4.66,100,4.55,100,3.8,3★-5★,nd,3★-5★,nd,nd,nd,,Feudo Di San Maurizio,Valle D'Aosta Vuillermin,Valle D'Aosta Vuillermin,,DOC,Valle D'Aosta,20-24,Vuillermin 100%,13.5,3k-5k,Rolata di camoscio in umido – Lepre in salmì – Capriolo brasato – Spiedo di cervo con scalogni e castagne,8-12 mesi in botte,,,na,na,na,na,na,Italia,1,,,
2245,0002212,Rosso Fermo,,,,,,4,89,4,89,nd,nd,2014,Institut Agricole Regional,Valle D'Aosta Vuillermin,Valle D'Aosta Vuillermin,,DOC,Valle D'Aosta,20-24,Vuillermin 100%,13,3k,Filetto di maialino avvolto nel lardo,6 mesi in acciaio + 12 mesi in botte,"Rubino fitto, quasi impenetrabile. Bouquetdi ribes nero, confettura di prugna, amarenacandita, tamarindo e caramella di liquirizia,segue un accenno balsamico di eucalipto.Assaggio di gran carattere, morbido ebilanciato da tannini ben espressi ma setosiVinificazione tradizionale in rosso condotta inacciaio, seguono 12 mesi in barrique di roverefrancese.",,na,na,na,na,na,Italia,2,,,
2245,0002212,Rosso Fermo,,,,,,3,87,3,87,nd,nd,2015,Institut Agricole Regional,Valle D'Aosta Vuillermin,Valle D'Aosta Vuillermin,,DOC,Valle D'Aosta,15-19,Vuillermin 100%,13,3k,Carrè di agnello con erbette,6 mesi in acciaio + 12 mesi in botte,"Rosso rubino compatto. Lesordio èdecisamente improntato su toni speziati, chiodidi garofano e cannella, seguiti da note fruttatedi ciliegia, lamponi, prugna e sottobosco. Sorsocoeso e armonico, dalla trama tannica benintegrata. Persistenza giocata su sapidità espeziatura. Per 12 mesi in tonneau di roverefrancese.",,na,na,na,na,na,Italia,2,,,
