Categoria-1,Ref,OLDVSCORE,RS,RAWQP,QP,MediaGrezza,Valutazione,Anno,Produttore,Nome,Denominazione,Menzioni,Classificazione,Regione,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Prezzo,Composizione,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero
,0000626,,,,,,3,2017,Gabriele Magno,Frascati Superiore,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia puntinata 75% – Trebbiano 25%,14,8k,Gnocchi al burro e salvia,8 mesi in acciaio,"Giallo paglierino luminoso. L'impatto olfattivo gioca su profumi di frutta gialla e agrumi, alternati a erbe aromatiche e sentori minerali. Acidulo, con la caratteristica sapidità, avvolgente, e con una buona corrispondenza gusto- olfattivo. Chiusura ammandorlata. ",,na,na,na,na,na,Italia,2,,,
,0000626,,,,,,3,2018,Gabriele Magno,Frascati Superiore,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia puntinata 75% – Trebbiano 25%,13,8k,Pasta con colatura di alici,8 mesi in acciaio,"Paglierino con riflessi dorati. Al naso rilascia intensi sentori di susina gialla, nespola, ginestra ed erbe aromatiche, alternati a sensazioni più evolute di frutta secca, cera d'api e cenni fumé. AI gusto è morbido, avvolgente, strutturato ma non opulento, poiché si espande stimolato dalla decisa componente sapida geneticamente trasmessa dal territorio. Il finale si esprime con richiami floreali e ammandorlati.",,na,na,na,na,na,Italia,2,,,
,0000626,,,,,,3,2019,Gabriele Magno,Frascati Superiore,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia puntinata 75% – Trebbiano 25%,13,9k,nd,8 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0000626-1,1.02,10,0.82,14,3.0,3★-4★,,Gabriele Magno,Frascati Superiore,Frascati Superiore,,DOCG,Lazio,na,,na,,na,Bianco fermo,10-14,Malvasia puntinata 75% – Trebbiano 25%,13,8k-9k,Gnocchi al burro e salvia – Pasta con colatura di alici,8 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0000627,,,,,,4,2015,Merumalia,Frascati Superiore Riserva Primo,Frascati Superiore,Riserva,DOCG,Lazio,90,,90,,na,Bianco fermo,10-14,Malvasia puntinata 70% – Greco 20% – Bombino bianco 10%,15,1k,Spaghetti tonno e bottarga,9 mesi in acciaio sui lieviti + 4 mesi in bottiglia,"Solo poche bottiglie per godere di questa ottima interpretazione del Frascati. Oro antico, consistente. Una originalità olfattiva al di là della tipologia. La presenza della caramella mou con un filo di caffè prelude a un substrato pedologico specifico. Una nota vegetale di ginestra e di sambuco traspare fusa a quelle di pesca e miele. Quanto descritto al naso è supportato da un alcol di rispetto che porta  a sensazioni di liquore al caffè. Morbido e cremoso, avvolge il palato, ma la sapidità è viva. ",,na,na,na,na,na,Italia,2,,,
,0000627,,,,,,3,2017,Merumalia,Frascati Superiore Riserva Primo,Frascati Superiore,Riserva,DOCG,Lazio,88,,88,,na,Bianco fermo,15-19,Malvasia puntinata 70% – Greco 20% – Bombino bianco 10%,14.5,3k,Cernia in salsa di pistacchi,8 mesi in acciaio sui lieviti + 4 mesi in bottiglia,"Giallo paglierino. Fine impatto olfattivo, composto da profumi di frutta a polpa gialla  e buccia di cedro, mineralità gentile e una  nota suadente di miele e caramella mou. A rinfrescare arriva un alito balsamico di menta e di eucalipto. All'assaggio è caldo e avvolgente, con buona corrispondenza gusto-olfattiva. Chiude con una lunga persistenza",,na,na,na,na,na,Italia,2,,,
,0000627,,,,,,5,2018,Merumalia,Frascati Superiore Riserva Primo,Frascati Superiore,Riserva,DOCG,Lazio,92,,92,,na,Bianco fermo,15-19,Malvasia puntinata 70% – Greco 20% – Bombino bianco 10%,14.5,2k,Tartare di ricciola con stracciatella,9 mesi in acciaio sui lieviti + 4 mesi in bottiglia,"Paglierino lucente con delicate sfumate dorate. Emerge subito la stoffa del fuoriclasse: fiori di ginestra fanno da ouverture a una complessità di profumi, con salvia e basilico, ananas, frutto della passione e cedro candito; e ancora, resina e pepe bianco, zafferano, gesso e un tocco fumé. L'ingresso in bocca è intenso, caldo, dotato di forza acido-sapida; nonostante l'annata calda, il sorso è vibrante e invoglia a un nuovo assaggio; armonico, chiude persistente.",,na,na,na,na,na,Italia,2,,,
,0000627,,,,,,5,2019,Merumalia,Frascati Superiore Riserva Primo,Frascati Superiore,Riserva,DOCG,Lazio,92,,92,,na,Bianco fermo,15-19,Malvasia puntinata 70% – Greco 20% – Bombino bianco 10%,14,2k,Linguine con asparagi e gamberi in salsa di cannellini,6 mesi in acciaio sui lieviti + 4 mesi in bottiglia,"Manto paglierino con bagliori oro. Raffinate sensazioni di litchi e pesca tabacchiera aprono il ventaglio olfattivo, seguite da ricordi di cedro e pompelmo, fiori bianchi e foglie di limone, con delicati sentori minerali e fini erbe aromatiche a incorniciare. l tutto è fedelmente riproposto al sorso, di impronta generosa e appagante. Ingresso morbido e caldo sostenuto da una corroborante freschezza; gustosa la sapidità che richiama il calore e la profondità della terra di origine. Scia finale interminabile con echi di zeste di agrume.",,na,na,na,na,na,Italia,2,,,
,0000627,,,,,,5,2020,Merumalia,Frascati Superiore Riserva Primo,Frascati Superiore,Riserva,DOCG,Lazio,92,,92,,na,Bianco fermo,20-24,Malvasia puntinata 70% – Greco 20% – Bombino bianco 10%,14.5,1k,Tartare di tonno,6 mesi in acciaio sui lieviti + 4 mesi in bottiglia,"Filigrana dorata orna il paglierino. Affascinanti sensazioni di pe- sca, ananas, agrumi dolci e fiori bianchi si alternano a menta e timo. Abbrivio gustativo fine e vigoroso, la freschezza in equili- brio con l'alcol lascia il passo, sul finale interminabile, a una spin- ta sapida con coerenti ritorni olfattivi",,na,na,na,na,na,Italia,2,,,
,0000627-1,10.29,100,4.55,80,4.4,4★-5★,,Merumalia,Frascati Superiore Riserva Primo,Frascati Superiore,Riserva,DOCG,Lazio,na,,na,,na,Bianco fermo,20-24,Malvasia puntinata 70% – Greco 20% – Bombino bianco 10%,14.5,1k-3k,Spaghetti tonno e bottarga – Cernia in salsa di pistacchi – Tartare di ricciola con stracciatella – Linguine con asparagi e gamberi in salsa di cannellini – Tartare di tonno,6-9 mesi in acciaio sui lieviti + 4 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000628,,,,,,3,2015,Merumalia,Frascati Superiore Primo,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia puntinata 70% – Greco 20% – Bombino bianco 10%,14,9k,Timballo con ricotta e zafferano,5 mesi in acciaio sui lieviti,"Oro con sfumature verdi, consistente. Profumi vegetali di erba secca mescolati a fiori di camonmilla, pesca bianca, albicocca, nespola e succo di limone; un soffio di cipria. In bocca è diretto, non lezioso, caratteristico e molto efficace. Freschezza e sapidità in sinergia  con un risvolto minerale soddisfano appieno e a lungo il palato, rinfrescato da una nota amaricante.",,na,na,na,na,na,Italia,2,,,
,0000628,,,,,,4,2016,Merumalia,Frascati Superiore Primo,Frascati Superiore,,DOCG,Lazio,89,,89,,na,Bianco fermo,10-14,Malvasia puntinata 70% – Greco 20% – Bombino bianco 10%,14,10k,Salmone arrosto con asparagi e salsa olandese,5 mesi in acciaio sui lieviti,"Sempre ai vertici della denominazione, affascina per la luminosità giallo paglierino dai riflessi oro bianco. Intenso, l'olfatto innesca immagini che ricordano la primavera: erba fresca e fiori di camomilla si alternano ad anice stellato e caprifoglio selvatico; nespole e miele completano i flashback. Assaggio pieno ed elegante con un'esplosione di mineralità e freschezza. Buona la struttura in equilibrio con le morbidezze. Chiusura che invita a un nuovo sorso,",,na,na,na,na,na,Italia,2,,,
,0000628,,,,,,3,2017,Merumalia,Frascati Superiore Primo,Frascati Superiore,,DOCG,Lazio,87,,87,,na,Bianco fermo,10-14,Malvasia puntinata 70% – Greco 20% – Bombino bianco 10%,14,10k,Tonnarelli cacio e pepe,5 mesi in acciaio sui lieviti,"Giallo paglierino. L'elegante impronta olfattiva è simile a quella della Riserva, in versione  più sciolta: gelsomino appena schiuso,  frutta tropicale e melone bianco aprono la sequenza. Compaiono le erbe aromatiche su un sottofondo minerale, con echi agrumati Bocca equilibrata, chiude su note di foglia di tè.",,na,na,na,na,na,Italia,2,,,
,0000628,,,,,,3,2018,Merumalia,Frascati Superiore Primo,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia puntinata 70% – Greco 20% – Bombino bianco 10%,14,5k,Tonnarelli cacio e pepe,5 mesi in acciaio sui lieviti,"Oro bianco luminoso. Intensità in evidenza all'olfatto: profuma di fiori e frutta a polpa gialla, mimosa e zagara, agrume candito e pesca noce, su un tappeto di macchia mediterranea e tipica mineralità vulcanica. Il sorso, avvolgente e vibrante, non tradisce le aspettative: piacevolmente fresco, con equilibrio gustativo in divenire e chiusura su sentori agrumati",,na,na,na,na,na,Italia,2,,,
,0000628,,,,,,3,2019,Merumalia,Frascati Superiore Primo,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia puntinata 70% – Greco 20% – Bombino bianco 10%,14,5k,Rotolo di tacchino alle erbe,5 mesi in acciaio sui lieviti,"Paglierino dalle screziature verdoline. Carattere olfattivo deciso: immediate le suggestioni fruttate di albicocca, ananas e pompelmo, arricchite da cenni di biancospino, timo e rosmarino. Ingresso fresco, morbido e di buona struttura. Progressione persistente e sapida, con chiusura delicatamente ammandorlata.",,na,na,na,na,na,Italia,2,,,
,0000628,,,,,,3,2020,Merumalia,Frascati Superiore Primo,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,15-19,Malvasia puntinata 70% – Greco 20% – Bombino bianco 10%,14,3k,nd,5 mesi in acciaio sui lieviti,,,na,na,na,na,na,Italia,2,,,
,0000628-1,2.69,26,1.54,27,3.2,3★-4★,,Merumalia,Frascati Superiore Primo,Frascati Superiore,,DOCG,Lazio,na,,na,,na,Bianco fermo,15-19,Malvasia puntinata 70% – Greco 20% – Bombino bianco 10%,14,3k-10k,Timballo con ricotta e zafferano – Salmone arrosto con asparagi e salsa olandese – Tonnarelli cacio e pepe – Tonnarelli cacio e pepe – Rotolo di tacchino alle erbe,5 mesi in acciaio sui lieviti,,,na,na,na,na,na,Italia,1,,,
,0000629,,,,,,3,2016,Villa Simone,Frascati Superiore Vigneto Filonardi,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia di Candia Aromatica 40% – Malvasia puntinata 40% – Trebbiano 15% – Grechetto 5%,14,13k,Gnocchi al burro e salvia,6 mesi in acciaio,"Giallo paglierino luminoso. Diffonde aromi delicati di fiori bianchi seguiti dai sentori fruttati di albicocca, pesca gialla e melone. Folata minerale. Gusto pieno e sapido con un tocco ammandorlato. Ricordi di agrumi nel lungo finale. ",,na,na,na,na,na,Italia,2,,,
,0000629,,,,,,3,2017,Villa Simone,Frascati Superiore Riserva Vigneto Filonardi,Frascati Superiore,Riserva,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia di Candia Aromatica 40% – Malvasia puntinata 40% – Trebbiano 15% – Grechetto 5%,14,13k,Baccalà mantecato con purè,6 mesi in acciaio,"Giallo paglierino vivace. Dal profilo olfattivo giovanile emergono erbe aromatiche, cedro, pesca, frutta e fiori gialli, aromi minerali. All'assaggio è di grande impatto materico, caldo e avvolgente: struttura bilanciata grazie a buona freschezza e sapidità che determinano una progressione ammandorlata tipica dei vitigni utilizzati.",,na,na,na,na,na,Italia,2,,,
,0000629,,,,,,3,2018,Villa Simone,Frascati Superiore Riserva Vigneto Filonardi,Frascati Superiore,Riserva,DOCG,Lazio,87,,87,,na,Bianco fermo,10-14,Malvasia di Candia Aromatica 60% – Trebbiano 23% – Malvasia puntinata 17%,13.5,10k,Uova al tegamino con asparagi,4 mesi in acciaio,"Paglierino tenue. Naso intenso di biancospino e ciclamino, frutta a polpa bianca, pera,  mela golden, pesca nettarina e melone; erbe aromatiche e mineralità di talco e gesso completano il corredo olfattivo. Sorso pieno, di fresca e appagante progressione; finale gustoso e sapido.",,na,na,na,na,na,Italia,2,,,
,0000629,,,,,,3,2019,Villa Simone,Frascati Superiore Riserva Vigneto Filonardi,Frascati Superiore,Riserva,DOCG,Lazio,88,,88,,na,Bianco fermo,15-19,Malvasia puntinata 45% – Malvasia di Candia Aromatica 44% – Trebbiano 11%,13.5,10k,nd,7 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0000629-1,1.35,13,0.77,14,3.0,3★,,Villa Simone,Frascati Superiore Riserva Vigneto Filonardi,Frascati Superiore,Riserva,DOCG,Lazio,na,,na,,na,Bianco fermo,15-19,Malvasia puntinata – Malvasia di Candia Aromatica – Trebbiano – Grechetto,13.5,10k-13k,Gnocchi al burro e salvia – Baccalà mantecato con purè – Uova al tegamino con asparagi,4-7 mesi in acciaio,,"Nel 2017 è stata aggiunta la menzione ""riserva""",na,na,na,na,na,Italia,1,,,
,0000630,,,,,,2,2016,Villa Simone,Frascati Superiore Villa Dei Preti,Frascati Superiore,,DOCG,Lazio,84,,84,,na,Bianco fermo,5-9,Malvasia di Candia Aromatica 40% – Malvasia puntinata 40% – Grechetto 20%,13.5,18k,nd,4 mesi in acciaio + 3 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000630,,,,,,2,2018,Villa Simone,Frascati Superiore Villa Dei Preti,Frascati Superiore,,DOCG,Lazio,84,,84,,na,Bianco fermo,10-14,Malvasia di Candia Aromatica 40% – Malvasia puntinata 40% – Grechetto 20%,13.5,24k,nd,4 mesi in acciaio + 3 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000630,,,,,,3,2019,Villa Simone,Frascati Superiore Villa Dei Preti,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,5-9,Malvasia puntinata 60% – Malvasia di Candia Aromatica 20% – Grechetto 10% – Greco 10%,13.5,26k,nd,4 mesi in acciaio + 3 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000630,,,,,,3,2020,Villa Simone,Frascati Superiore Villa Dei Preti,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,5-9,Malvasia puntinata 45% – Malvasia di Candia Aromatica 44% – Trebbiano 11%,13.5,26k,nd,4 mesi in acciaio + 3 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000630-1,0.91,9,1.26,22,2.5,2★-3★,,Villa Simone,Frascati Superiore Villa Dei Preti,Frascati Superiore,,DOCG,Lazio,na,,na,,na,Bianco fermo,5-9,Malvasia puntinata – Malvasia di Candia Aromatica – Trebbiano – Grechetto – Greco,13.5,18k-26k,nd,4 mesi in acciaio + 3 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0000631,,,,,,2,2018,Casata Mergè,Frascati Superiore 1960,Frascati Superiore,,DOCG,Lazio,84,,84,,na,Bianco fermo,10-14,Malvasia puntinata 70% – Altri,13,30k,nd,4 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0000631,,,,,,3,2019,Casata Mergè,Frascati Superiore 1960,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia puntinata 70% – Altri,13,30k,Paccheri con vongole e bottarga,4 mesi in acciaio,"Giallo paglierino con riflessi dorati. Quadro olfattivo stuzzicante, con richiami di pesca gialla, mandarino e profumi della macchia mediterranea. In bocca una avvolgente freschezza, sostenuta da una sapidità minerale, accompagna la progressione, dalla persistenza agrumata.",,na,na,na,na,na,Italia,2,,,
,0000631-1,0.45,4,0.37,6,2.5,2★-3★,,Casata Mergè,Frascati Superiore 1960,Frascati Superiore,,DOCG,Lazio,na,,na,,na,Bianco fermo,10-14,Malvasia puntinata 70% – Altri,13,30k,Paccheri con vongole e bottarga,4 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0000632,,,,,,3,2016,Casata Mergè,Frascati Superiore Sesto 21,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia puntinata 50% – Trebbiano toscano 30% – Bombino bianco 20%,13.5,30k,Baccalà in guazzetto,9 mesi in acciaio,"Giallo paglierino con riflessi dorati. Fine impatto olfattivo di mela, pesca bianca, agrumi e piccoli fiori, che si apre a sentori minerali ed erbacei  di salvia e limoncella. L'assaggio è sapido e pieno, di buona struttura, con finale dai ritorni  di mandorla",,na,na,na,na,na,Italia,2,,,
,0000632,,,,,,3,2017,Casata Mergè,Frascati Superiore Riserva Sesto 21,Frascati Superiore,Riserva,DOCG,Lazio,86,,86,,na,Bianco fermo,15-19,Malvasia puntinata 70% – Altri,13.5,10k,Mezze maniche agli scampi,9 mesi in acciaio,"Giallo paglierino intenso, di grande luminosità L’impatto olfattivo si articola su profumi  di frutta gialla e agrumi, a cui si alternano sensazioni di macchia mediterranea e mineralità. In bocca è pieno, avvolgente e con una buona corrispondenza gusto-olfattiva; sapido, chiude in un finale ammandorlato.",,na,na,na,na,na,Italia,2,,,
,0000632,,,,,,3,2018,Casata Mergè,Frascati Superiore Riserva Sesto 21,Frascati Superiore,Riserva,DOCG,Lazio,86,,86,,na,Bianco fermo,15-19,Malvasia puntinata 70% – Altri,13.5,10k,nd,9 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0000632-1,1.02,10,0.58,10,3.0,3★,,Casata Mergè,Frascati Superiore Riserva Sesto 21,Frascati Superiore,Riserva,DOCG,Lazio,na,,na,,na,Bianco fermo,15-19,Malvasia puntinata – Trebbiano toscano – Bombino bianco,13.5,10k-30k,Baccalà in guazzetto – Mezze maniche agli scampi,9 mesi in acciaio,,"Nel 2017 è stata aggiunta la menzione ""riserva""",na,na,na,na,na,Italia,1,,,
,0000633,,,,,,2,2018,Cantine San Marco,Frascati Superiore De Notari Crio 12,Frascati Superiore,,DOCG,Lazio,84,,84,,na,Bianco fermo,5-9,Malvasia puntinata 50% – Bellone 20% – Malvasia di Candia Aromatica 20% – Grechetto 10%,12.5,18k,nd,3 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0000633,,,,,,3,2019,Cantine San Marco,Frascati Superiore De Notari Crio 12 Biologico,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,5-9,Malvasia puntinata 50% – Grechetto 20% – Bellone 15% – Malvasia di Candia Aromatica 15%,12.5,18k,Sogliola alla mugnaia,3 mesi in acciaio,"Giallo paglierino con riflessi dorati. Olfatto intrigante, caratterizzato da intensi aromi  di pesca tabacchiera, buccia di cedro e un delicato floreale di gelsomino e ginestra, tra cenni di timo e maggiorana. La beva risulta equilibrata da una gradevole freschezza e da una scia minerale. Chiude con ritorni fruttati e agrumati.",,na,na,na,na,na,Italia,2,,,
,0000633-1,0.45,4,0.63,11,2.5,2★-3★,,Cantine San Marco,Frascati Superiore De Notari Crio 12 Biologico,Frascati Superiore,,DOCG,Lazio,na,,na,,na,Bianco fermo,5-9,Malvasia puntinata – Grechetto – Bellone – Malvasia di Candia Aromatica,12.5,18k,Sogliola alla mugnaia,3 mesi in acciaio,,"Nel 2019 è stato aggiunto ""Biologico"" al nome",na,na,na,na,na,Italia,1,,,
,0000634,,,,,,3,2018,Cantine San Marco,Frascati Superiore De Notari,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,5-9,Malvasia puntinata 50% – Bellone 20% – Malvasia di Candia Aromatica 15% – Trebbiano toscano 15%,12.5,20k,Ravioli con burrata e pomodori secchi,3 mesi in acciaio,"Giallo paglierino. Il profilo olfattivo è caratterizzato da toni agrumati, seguiti da pesca bianca, fiori di gelsomino, ricordi di erbe aromatiche, come il timo, su un sottofondo minerale. In bocca la fragranza è esaltata da una piacevole acidità; ritorni fruttati e chiusura amaricante. ",,na,na,na,na,na,Italia,2,,,
,0000634-1,0.34,3,0.47,8,3.0,3★,,Cantine San Marco,Frascati Superiore De Notari,Frascati Superiore,,DOCG,Lazio,na,,na,,na,Bianco fermo,5-9,Malvasia puntinata 50% – Bellone 20% – Malvasia di Candia Aromatica 15% – Trebbiano toscano 15%,12.5,20k,Ravioli con burrata e pomodori secchi,3 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0000635,,,,,,4,2014,Valle Vermiglia,Frascati Superiore Eremo Tuscolano,Frascati Superiore,,DOCG,Lazio,89,,89,,na,Bianco fermo,15-19,Malvasia puntinata 60% – Bombino bianco 10% – Malvasia Bianca di Candia 10% – Trebbiano giallo 10% – Trebbiano toscano 10%,13.5,34k,Calamaro grigliato su ricotta e zest di limone,8 mesi in acciaio + 12 mesi in bottiglia,"Attraente alla vista con le sue tonalità luminose, di un paglierino dorato. Macchia mediterranea, caramella d'orzo, ginestra e camomilla,  cedro, pietra focaia e tartufo bianco sono le caratteristiche olfattive che si rincorrono e  si fondono in una disposizione armoniosa degli elementi. l’ingresso in bocca è quello  dei grandi Frascati, pieno e dinamico, che non stanca mai; fresco, con una lunga scia sapida a sottolineare le caratteristiche pedologiche.",,na,na,na,na,na,Italia,2,,,
,0000635,,,,,,5,2015,Valle Vermiglia,Frascati Superiore Eremo Tuscolano,Frascati Superiore,,DOCG,Lazio,91,,91,,na,Bianco fermo,10-14,Malvasia puntinata 60% – Bombino bianco 10% – Malvasia Bianca di Candia 10% – Trebbiano giallo 10% – Trebbiano toscano 10%,13,30k,Gambero crudo con olio e pepe,8 mesi in acciaio + 12 mesi in bottiglia,"Brilla nel calice con un paglierino acceso che tende all’oro. Olfatto che non delude mai in un perfetto crescendo. L'esordio fragrante di crosta di pane lascia spazio agli agrumi, alla mela golden e alla successione di erbe aromatiche, tra cui la menta e la salvia, che occupano la scena insieme ai sentori tostati di nocciola. Riempie il palato con grazia. Fresco, con la tipica caratteristica di sapidità. Ritorni di lime accompagnano un finale minerale che induce al nuovo assaggio. ",,na,na,na,na,na,Italia,2,,,
,0000635,,,,,,4,2017,Valle Vermiglia,Frascati Superiore Eremo Tuscolano,Frascati Superiore,,DOCG,Lazio,90,,90,,na,Bianco fermo,10-14,Malvasia puntinata 60% – Bombino bianco 10% – Malvasia Bianca di Candia 10% – Trebbiano giallo 10% – Trebbiano toscano 10%,13,30k,Risotto asparagi e gamberi,8 mesi in acciaio + 12 mesi in bottiglia,"Giallo paglierino luminescente con bei riflessi dorati. Quadro olfattivo di fiori bianchi, tra cui si riconoscono acacia e biancospino, poi pesca bianca, mela, lemongrass, con un'evidenza finale di litchi e pompelmo rosa. La mineralità si unisce alle erbe aromatiche, tè bianco e camonmilla. Al palato manifesta una freschezza equilibrata e una sapidità valorizzata da un elegante finale agrumato. Il sorso è ampio e coerente. ",,na,na,na,na,na,Italia,2,,,
,0000635,,,,,,4,2018,Valle Vermiglia,Frascati Superiore Eremo Tuscolano,Frascati Superiore,,DOCG,Lazio,89,,89,,na,Bianco fermo,10-14,Malvasia puntinata 60% – Bombino bianco 10% – Malvasia Bianca di Candia 10% – Trebbiano giallo 10% – Trebbiano toscano 10%,13,30k,Spaghetti allo scoglio,8 mesi in acciaio + 12 mesi in bottiglia,"Giallo paglierino brillante. Il bouquet odoroso esprime con intensità e raffinatezza note di selce e rosmarino, salvia e maggiorana, che  si avvicendano punteggiate da tratti di fieno  ed erbe essiccate; la freschezza del limone e dell'arancia si unisce armoniosamente a sentori di pera, susina e a profumi di fiori bianchi. Al gusto è delicato, suadente, caldo e dotato di struttura; il finale si allunga sapido su sentori di marzapane. ",,na,na,na,na,na,Italia,2,,,
,0000635,,,,,,3,2019,Valle Vermiglia,Frascati Superiore Eremo Tuscolano,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia puntinata 60% – Bombino bianco 10% – Malvasia Bianca di Candia 10% – Trebbiano giallo 10% – Trebbiano toscano 10%,13,30k,Spaghetti con le telline,8 mesi in acciaio + 12 mesi in bottiglia,"Paglierino brillante. Naso intenso e raffinato, apre a un ventaglio di aromi freschi di glicine, mela fuji e pera. La balsamicità della nepetella si sovrappone a sentori minerali e agrumati con una nuance di erba essiccata. Sorso gradevole, delicato e fresco, chiude con una persistente scia sapida che ne esalta il garbo.",,na,na,na,na,na,Italia,2,,,
,0000635-1,6.32,61,5.12,90,4.0,3★-4★,,Valle Vermiglia,Frascati Superiore Eremo Tuscolano,Frascati Superiore,,DOCG,Lazio,na,,na,,na,Bianco fermo,10-14,Malvasia puntinata 60% – Bombino bianco 10% – Malvasia Bianca di Candia 10% – Trebbiano giallo 10% – Trebbiano toscano 10%,13,30k-34k,Calamaro grigliato su ricotta e zest di limone – Gambero crudo con olio e pepe – Risotto asparagi e gamberi – Spaghetti allo scoglio – Spaghetti con le telline,8 mesi in acciaio + 12 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000636,,,,,,3,2016,Poggio Le Volpi,Frascati Superiore Epos,Frascati Superiore,,DOCG,Lazio,85,,85,,na,Bianco fermo,15-19,Malvasia Puntinata 60% – Chardonnay 30% – Greco 10%,13,25k,Spaghetti alla carbonara,solo acciaio,"Paglierino con riflessi verde oro. Profilo olfattivo imponente, non ancora chiaramente dispiegato nei classici riconoscimenti della tipicità territoriale. In vetrina odori di caldera vulcanica in miscela con solfuri, pietra focaia, idrocarburi, che fanno appena intuire la presenza fruttata  e varietale dei vitigni. Gusto promettente, non ancora pienamente espresso. Buona anche  la persistenza.",,na,na,na,na,na,Italia,2,,,
,0000636,,,,,,3,2017,Poggio Le Volpi,Frascati Superiore Epos,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia 90% – Trebbiano 10%,13,30k,nd,solo acciaio,,,na,na,na,na,na,Italia,2,,,
,0000636,,,,,,3,2018,Poggio Le Volpi,Frascati Superiore Riserva Epos,Frascati Superiore,Riserva,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia 90% – Trebbiano 10%,13,30k,nd,solo acciaio,,,na,na,na,na,na,Italia,2,,,
,0000636-1,1.02,10,0.82,14,3.0,3★,,Poggio Le Volpi,Frascati Superiore Riserva Epos,Frascati Superiore,Riserva,DOCG,Lazio,na,,na,,na,Bianco fermo,10-14,Malvasia Puntinata – Chardonnay – Greco – Trebbiano,13,25k-30k,Spaghetti con le telline,solo acciaio,,"Nel 2018 è stata aggiunta la menzione ""riserva""",na,na,na,na,na,Italia,1,,,
,0000637,,,,,,3,2015,Terre Dei Pallavicini,Frascati Superiore Poggio Verde,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,5-9,Malvasia Puntinata 70% – Bombino bianco 15% – Greco 7% – Grechetto 8%,13.5,50k,Insalata di farro con verdure grigliate e scampi,4 mesi in acciaio,"Giallo paglierino lucente. Ginestra, menta, pesca bianca e limone compongono il corredo olfattivo. Il sorso è rotondo, fresco e sapido, dotato di buona lunghezza; nel finale tornano richiami di frutta gialla matura.",,na,na,na,na,na,Italia,2,,,
,0000637,,,,,,3,2016,Terre Dei Pallavicini,Frascati Superiore Poggio Verde,Frascati Superiore,,DOCG,Lazio,85,,85,,na,Bianco fermo,10-14,Malvasia Puntinata 70% – Bombino bianco 15% – Greco 7% – Grechetto 8%,13.5,50k,nd,4 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
