Categoria-1,Ref,Valutazione,Anno,Produttore,Nome,Denominazione,Menzioni,Classificazione,Regione,Prezzo,PunteggioMedio,PunteggioAIS,Tipologia,Composizione,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,PunteggioGamberoRosso,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero,,,,,,,,,,,,,,,,
937,0001002,3,2014,Cascina Chicco,Barolo Rocche Di Castelletto,Barolo,,DOCG,Piemonte,25-29,85,85,Rosso fermo,Nebbiolo 100%,14.5,23k,nd,6 mesi in acciaio + 30 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001002,3,2015,Cascina Chicco,Barolo Rocche Di Castelletto,Barolo,,DOCG,Piemonte,25-29,86,86,Rosso fermo,Nebbiolo 100%,14.5,23k,nd,6 mesi in acciaio + 30 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001002,3,2016,Cascina Chicco,Barolo Rocche Di Castelletto,Barolo,,DOCG,Piemonte,25-29,86,86,Rosso fermo,Nebbiolo 100%,14.5,23k,nd,6 mesi in acciaio + 30 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001002,3,2017,Cascina Chicco,Barolo Rocche Di Castelletto,Barolo,,DOCG,Piemonte,25-29,86,86,Rosso fermo,Nebbiolo 100%,14.5,23k,nd,6 mesi in acciaio + 30 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,00001002-1,3★,,Cascina Chicco,Barolo Rocche Di Castelletto,Barolo,,DOCG,Piemonte,25-29,na,na,Rosso fermo,Nebbiolo 100%,14.5,20k-23k,nd,6 mesi in acciaio + 30 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
937,0001003,5,2013,Cascina Fontana,Barolo Del Comune Di Castiglione Falletto,Barolo,Del Comune di Castiglione Falletto,DOCG,Piemonte,60-64,93,93,Rosso fermo,Nebbiolo 100%,14.5,4k,Brasato ,6 mesi in acciaio + 24 mesi in botte,"Grande Barolo. Granato luminoso e attraente. Si apre con immediatezza  a profumi suadenti e complessi, balsamico di menta e arnica, fruttato  di fragolina, lampone e ciliegia, avvolto da delicate spezie con soffusa liquirizia e cannella. Ricchezza ed eleganza ritornano al gusto, pieno e avvolgente, dotato di un magistrale tannino che rende il sorso ricco e di carattere. Lunga e sapida persistenza, sapore e sostanza Matura per 2 amni in botte grande e per un anno in cemento. Degno risultato dai vigneti di uno dei più significativi comuni del Barolo ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001003,5,2015,Cascina Fontana,Barolo Del Comune Di Castiglione Falletto,Barolo,Del Comune di Castiglione Falletto,DOCG,Piemonte,55-59,92,92,Rosso fermo,Nebbiolo 100%,14.5,4k,Castelmagno di alpeggio e noci,6 mesi in acciaio + 24 mesi in botte,"Granato con riflesso aranciato. Si accosta con piglio austero, quasi reticente, ma che invita a scendere in profondità. Con pazienza s'innesca una sequenza di profumi correlati l'uno con l'altro: menta e suggestioni balsamiche, pepe nero e ginepro, fragola, china, viola, tratti minerali quasi ferrosi. Il sorso è sospeso per freschezza e grana tannica; mostra una ricchezza strutturale non ostentata, ma distribuita in una lunga, gustosa persistenza sapida dai tratti balsamici. Un magnifico Barolo dai vigneti del comune di Castiglione. Matura per 24 mesi in botti da 24 ettolitri ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001003,5,2016,Cascina Fontana,Barolo Del Comune Di Castiglione Falletto,Barolo,Del Comune di Castiglione Falletto,DOCG,Piemonte,75-79,94,94,Rosso fermo,Nebbiolo 100%,14.5,4k,Costata di manzo,6 mesi in acciaio + 24 mesi in botte,"Classico rosso granato. Tipico nel raccontare vitigno e territorio, concede in progressione freschi tocchi balsamici, cenni di viola e rosa essiccate, prugna  e frutti di bosco in confettura. Suadente l'impianto speziato, quasi esotico. Bocca coerente e coesa, ricca e supportata da invitante freschezza, a sostegno di un tannino da manuale. Ricco e appagante. Lunga maturazione in rovere ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,00001003-1,5★,,Cascina Fontana,Barolo Del Comune Di Castiglione Falletto,Barolo,Del Comune di Castiglione Falletto,DOCG,Piemonte,75-79,na,na,Rosso fermo,Nebbiolo 100%,14.5,4k,Brasato  – Castelmagno di alpeggio e noci – Costata di manzo,6 mesi in acciaio + 24 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
937,0001004,4,2012,Cascina Fontana,Barolo,Barolo,,DOCG,Piemonte,40-44,89,89,Rosso fermo,Nebbiolo 100%,14,10k,Cosciotto di tacchino all'agro,5 mesi in acciaio + 24 mesi in botte,"| Un Barolo di alta qualità. Luminoso granato, ha un netto e intrigante riflesso rubino. Complesso e ampio nell'elegante e precisa espressione olfattiva. Al primo impatto si impone con freschi sentori floreali di rosa e viola, a cui fanno eco  | note di frutta in gelatina e frutti di bosco La parte speziata è articolata su ricordi suadenti di liquirizia, tabacco dolce e sfumature balsamiche. In bocca si impone per corpo e iniziale austerità, è equilibrato, dotato di tannino integro e sottile. Lunga e sapida persistenza Barolo di tradizione da attendere  | nel tempo per apprezzarlo nella sua completa maturità. Riposa per 2 anni in botte grande. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001004,4,2013,Cascina Fontana,Barolo,Barolo,,DOCG,Piemonte,50-54,90,90,Rosso fermo,Nebbiolo 100%,14,8k,Stinco di maiale al forno,5 mesi in acciaio + 24 mesi in botte,"Barolo rigoroso e raffinato. Granato terso, particolarmente luminoso. Complesso nell'avvio olfattivo, giocato inizialmente su note speziate e balsamiche di pepe, cannella, erbe officinali, a cui si somma un'intrigante scia floreale di viola e fruttata di confettura di mora e fragola. In bocca è pieno, ricco di sapore, intrigante per il solido e piacevole tannino. Riposa in botte grande per 24 mesi e per altri 12 in cemento. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001004,4,2014,Cascina Fontana,Barolo,Barolo,,DOCG,Piemonte,50-54,90,90,Rosso fermo,Nebbiolo 100%,14,10k,Filetto con salsa al vino rosso,5 mesi in acciaio + 24 mesi in botte,"Granato e luminoso, caratterizzato da grande eleganza olfattiva, declinata  nelle sfumature floreali di rosa e violetta e negli abbondanti profumi fruttati di lampone, fragolina e ribes. A completare, cenni di spezie dolci, liquirizia e noce moscata. Al gusto è già equilibrato, segnato dal fresco tannino che ne caratterizza l'appagante persistenza. Conclude con delicati ritorni floreali. Un classico e sublime Barolo. Matura per 24 mesi in botti da 25 ettolitri e per altri 12 in cemento ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001004,5,2015,Cascina Fontana,Barolo,Barolo,,DOCG,Piemonte,50-54,91,91,Rosso fermo,Nebbiolo 100%,14,8k,Filetto in crosta con salsa ai porcini,5 mesi in acciaio + 24 mesi in botte,"Scintillante e luminoso granato. | profumi conquistano per immediata complessità: confettura di more, balsamici aghi di pino, l'esuberanza della viola, erbe officinali e delicata liquirizia. In bocca si rivela austero e autorevole, con solido tannino proteso verso l'equilibrio. La netta sapidità prolunga la gustosa e appagante persistenza. Un Barolo di grande classicità, frutto  di un assemblaggio composto con uve provenienti da Castiglione Falletto (Villero e Mariondino) e da La Morra (Giachini). Matura per 24 mesi in botte grande. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001004,4,2016,Cascina Fontana,Barolo,Barolo,,DOCG,Piemonte,50-54,90,90,Rosso fermo,Nebbiolo 100%,14,8k,nd,5 mesi in acciaio + 24 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,00001004-1,4★-5★,,Cascina Fontana,Barolo,Barolo,,DOCG,Piemonte,50-54,na,na,Rosso fermo,Nebbiolo 100%,14,4k,Cosciotto di tacchino all'agro – Stinco di maiale al forno – Filetto con salsa al vino rosso – Filetto in crosta con salsa ai porcini,5 mesi in acciaio + 24 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
937,0001005,5,2010,Castello Di Verduno,Barolo Riserva Monvigliero,Barolo,Riserva – Monvigliero,DOCG,Piemonte,40-44,93,93,Rosso fermo,Nebbiolo 100%,14.5,2k,Filetto di cervo ,43 mesi in botte grande,"Riserva di Monvigliero eccelsa, che macina alla distanza gli avversari agguerriti. L'esordio olfattivo è profondo e complesso, quasi opulento, chiuso nei toni di rovere e torrefazione, poi in progressione si assesta su note più fruttate, di ciliegia, confetture, fragola macerata, sbuffi minerali e salmastri. Al gusto lo sviluppo è dei migliori: ingresso pieno e morbido, denso di energia ed equilibrio con tannini ben fusi e lungo finale. Anche dal 2019. Botti grandi per 45 mesi ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001005,5,2011,Castello Di Verduno,Barolo Riserva Monvigliero,Barolo,Riserva – Monvigliero,DOCG,Piemonte,60-64,92,92,Rosso fermo,Nebbiolo 100%,14.5,2k,Sella alla marescialla,43 mesi in botte grande,"Riserva di gran fascino, è un Monvigliero dai toni caldi e carnosi, avvolgente nei profumi di spezie dolci e frutta rossa matura, che si allunga man mano proponendo menta e mora, fragola macerata e viola. Di eccellente espressione anche la fase gustativa, sapida e strutturata e poi morbida e vellutata nel tannino. Un Barolo splendido, perfetto dal 2022, ma piacevolissimo anche prima Fermentazione in tino e maturazione per 43 mesi in botti grandi. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001005,5,2012,Castello Di Verduno,Barolo Riserva Monvigliero,Barolo,Riserva – Monvigliero,DOCG,Piemonte,65-69,92,92,Rosso fermo,Nebbiolo 100%,14.5,2k,Scaloppa di cervo ai mirtilli,43 mesi in botte grande,"Rosso granato lucente. Il naso si assesta su sottobosco, foglie secche e radici, fiori appassiti e liquirizia; poi cresce, definendo una trama fruttata di grande purezza, con fragola e confetture in evidenza. Al gusto brilla per succosità e lunghezza: la struttura è proporzionata, il tannino fitto e rotondo. Consueto grande risultato per questa Riserva  di Monvigliero, complessa, nobile, appassionante. Fermentazione in tino di legno e maturazione per 43 mesi in grandi botti di Slavonia. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001005,5,2015,Castello Di Verduno,Barolo Riserva Monvigliero,Barolo,Riserva – Monvigliero,DOCG,Piemonte,70-74,93,93,Rosso fermo,Nebbiolo 100%,14,3k,Fagiano tartufato,34 mesi in botte grande,"Ancora un Monvigliero d'eccezione. Ha naso profondo, dall'e- spressione complessa di frutti, fiori e spezie. Alle note di cacao e liquirizia si uniscono toni erbacei e minerali, con rose e viole, anice e noce moscata, infine tanta frutta rossa. La bocca è gu- stosa e morbida, con tannini fitti e lungo finale.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,00001005-1,5★,,Castello Di Verduno,Barolo Riserva Monvigliero,Barolo,Riserva – Monvigliero,DOCG,Piemonte,70-74,na,na,Rosso fermo,Nebbiolo 100%,14,2k-3k,Filetto di cervo  – Sella alla marescialla – Scaloppa di cervo ai mirtilli – Fagiano tartufato,34-43 mesi in botte grande,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
937,0001006,4,2012,Castello Di Verduno,Barolo Massara,Barolo,Massara,DOCG,Piemonte,35-39,89,89,Rosso fermo,Nebbiolo 100%,14.5,3k,Raschera d'alpeggio,30 mesi in botte grande,"| Massara molto intenso, dall'espressione integra e ricca di energia. Si afferma con sentori olfattivi notevoli, una miscela perfetta di note complesse di erbe aromatiche, rosa, fiori appassiti, confetture, liquirizia dolce, cioccolato, humus. Al gusto stessa matrice, stessa fervida espressione: bocca decisa ma proporzionata, tanta pienezza e morbidezza, con finale preciso nel tannino e nella persistenza. Al top. Botte grande per 32 mesi ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001006,3,2013,Castello Di Verduno,Barolo Massara,Barolo,Massara,DOCG,Piemonte,35-39,86,86,Rosso fermo,Nebbiolo 100%,14,3k,Anatra farcita,30 mesi in botte grande,"Scuro nel colore granato, è un Massara di alto livello, ma sembra pagare la gioventù. È lento a esprimersi, fitto di sentori classici, fiori appassiti, bacche e foglie, humus, radice di liquirizia. Poi rosa e viola, frutta rossa macerata, con ciliegia e confetture in primo piano. Al gusto conferma lo stile della cantina, equilibrio e armonia, con tannini fini e precisi. Passaggio di 32 mesi di botte grande. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001006,3,2014,Castello Di Verduno,Barolo Massara,Barolo,Massara,DOCG,Piemonte,30-34,86,86,Rosso fermo,Nebbiolo 100%,14,3k,nd,30 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001006,3,2015,Castello Di Verduno,Barolo Massara,Barolo,Massara,DOCG,Piemonte,50-54,86,86,Rosso fermo,Nebbiolo 100%,14,4k,Stinco di maiale alla senape,30 mesi in botte grande,"Bel colore granato. All'olfatto si colgono fiori essiccati, frutta fresca e ciliegia; poi si apre in una trama più complessa con sentori di noce moscata e liquirizia, pepe e cipria, e ancora confetture e viola. Al palato è ottimo, di fine struttura, morbidezza ed equilibrio, con sapida lunghezza. Fermenta in tino con macerazione di 42 giorni, poi riposa per 30 mesi in grandi botti. Prima annata: 1968 ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001006,3,2016,Castello Di Verduno,Barolo Massara,Barolo,Massara,DOCG,Piemonte,50-54,86,86,Rosso fermo,Nebbiolo 100%,14.5,5k,Ossobuco in umido,33 mesi in botte grande,"Ha colore granato classico. Bouquet aristocratico, decisamente floreale, con espressione di fiori essiccati e frutti rossi: i riconoscono violetta e rosa, erbe di montagna, timo, bacche e foglie secche,; poi ciliegia e fragola macerata L'assaggio parla di acidità e sapidità in equilibrio, insieme a un tannino preciso e sfumato. Ottimo. Per 33 mesi in botte grande di Slavonia. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001006,3,2017,Castello Di Verduno,Barolo Massara,Barolo,Massara,DOCG,Piemonte,50-54,87,87,Rosso fermo,Nebbiolo 100%,14,6k,nd,32 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,00001006-1,3★-4★,,Castello Di Verduno,Barolo Massara,Barolo,Massara,DOCG,Piemonte,50-54,na,na,Rosso fermo,Nebbiolo 100%,14,3k-6k,Raschera d'alpeggio – Anatra farcita – Stinco di maiale alla senape – Ossobuco in umido,30-32 mesi in botte grande,,Prima annata 1968,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
937,0001007,3,2013,Castello Di Verduno,Barolo,Barolo,,DOCG,Piemonte,25-29,86,86,Rosso fermo,Nebbiolo 100%,14,3k,nd,?,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,00001007-1,3★,,Castello Di Verduno,Barolo,Barolo,,DOCG,Piemonte,25-29,na,na,Rosso fermo,Nebbiolo 100%,14,3k,nd,?,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
937,0001008,5,2010,Cavallotto,Barolo Riserva Bricco Boschis Vigna San Giuseppe,Barolo,Riserva – Bricco Boschis,DOCG,Piemonte,100-124,91,91,Rosso fermo,Nebbiolo 100%,14.5,13k,nd,48 mesi in botte grande,"| Un Vigna San Giuseppe avvincente, uno dei migliori dell'ultimo decennio. Il colore è granato scuro, il naso profondo, denso e potente. Dalle note pure di frutta rossa matura e di sottobosco si arriva a toni più scuri di mora e mirtillo, poi radici, bacche, cacao e liquirizia, tartufo nero e soffi salmastri. Al gusto risponde con tanta energia e pienezza. L'ingresso è caldo e morbido, il finale giustamente tannico e lungo. Non prima del 2022. Riposa in botti grandi di Slavonia per 48 mesi. ",,5,2015,Cavallotto,Barolo Riserva Bricco Boschis Vigna San Giuseppe,Barolo,Riserva – Bricco Boschis,DOCG,Piemonte,125-149,94,94,Rosso fermo,Nebbiolo 100%,14.5,9k,Lepre alla Royal,60 mesi in botte,"Riserva di grande vendemmia, dai profumi intensi e bocca im- portante. Il profilo è fruttato scuro, denso di note di mora e con- fetture, susina e bacche, viola e ribes nero, poi accenni ferrosi e selvatici. Al gusto esprime potenza e morbidezza, con tannini to- sti e sapore lungo. Non prima del 2030.",,na,na,na,na,na,na,Italia,2
937,0001008,5,2011,Cavallotto,Barolo Riserva Bricco Boschis Vigna San Giuseppe,Barolo,Riserva – Bricco Boschis,DOCG,Piemonte,100-124,92,92,Rosso fermo,Nebbiolo 100%,14.5,13k,Agnello al forno con patate,48 mesi in botte grande,"| La 2011 si conferma una vendemmia di valore. Il San Giuseppe è intrigante, speziato, molto classico nell'avvio olfattivo, giocato su toni di liquirizia e bosso, erbe, foglie, bacche. Poi si allarga e lascia spazio alla frutta, rossa e scura, con mora, lampone e confetture a dominare e note ferrose e minerali a impreziosire. La bocca è di pari volume: è tosta e prestante, appena tannica sul finale e lunga in persistenza Fermentazione in vasche di acciaio e maturazione per 48 mesi in grandi botti di rovere di Slavonia. ",,5,2015,Cavallotto,Barolo Riserva Bricco Boschis Vigna San Giuseppe,Barolo,Riserva – Bricco Boschis,DOCG,Piemonte,125-149,94,94,Rosso fermo,Nebbiolo 100%,14.5,9k,Lepre alla Royal,60 mesi in botte,"Riserva di grande vendemmia, dai profumi intensi e bocca im- portante. Il profilo è fruttato scuro, denso di note di mora e con- fetture, susina e bacche, viola e ribes nero, poi accenni ferrosi e selvatici. Al gusto esprime potenza e morbidezza, con tannini to- sti e sapore lungo. Non prima del 2030.",,na,na,na,na,na,na,Italia,2
937,0001008,5,2012,Cavallotto,Barolo Riserva Bricco Boschis Vigna San Giuseppe,Barolo,Riserva – Bricco Boschis,DOCG,Piemonte,100-124,92,92,Rosso fermo,Nebbiolo 100%,14.5,9k,Castelmagno e cugnà,48 mesi in botte grande,"| Colore granato scuro. ll naso, fitto e autorevole, è molto articolato, consono e avvolgente: alle presenze affumicate e speziate in avvio si uniscono sentori di mora e torrefazione, pellame e liquirizia, confettura e fragole macerate. Al gusto conferma il suo fascino: copioso e consistente, terso nell'acidità e nei tannini. Un San Giuseppe di grande complessità ed energia. Beva ottimale: dal 2024. Matura in botte grande di  | rovere di Slavonia per 48 mesi. ",,5,2015,Cavallotto,Barolo Riserva Bricco Boschis Vigna San Giuseppe,Barolo,Riserva – Bricco Boschis,DOCG,Piemonte,125-149,94,94,Rosso fermo,Nebbiolo 100%,14.5,9k,Lepre alla Royal,60 mesi in botte,"Riserva di grande vendemmia, dai profumi intensi e bocca im- portante. Il profilo è fruttato scuro, denso di note di mora e con- fetture, susina e bacche, viola e ribes nero, poi accenni ferrosi e selvatici. Al gusto esprime potenza e morbidezza, con tannini to- sti e sapore lungo. Non prima del 2030.",,na,na,na,na,na,na,Italia,2
937,0001008,5,2013,Cavallotto,Barolo Riserva Bricco Boschis Vigna San Giuseppe,Barolo,Riserva – Bricco Boschis,DOCG,Piemonte,150-174,93,93,Rosso fermo,Nebbiolo 100%,14.5,9k,Tournedos alla Rossini,60 mesi in botte grande,"Granato denso. Poderoso, profondo, classico, pur non disdegnando classe e personalità. Inizialmente un po' timido e introverso, poi si apre e libera un naso di piccoli frutti rossi e torrefazione, confetture e cuoio, fragole e bacche;  si assesta in una fusione calda di erbe aromatiche, gelatine e melagrana. La risposta gustativa è solida: il sapore è pieno, i tannini vellutati, il finale lungo e saporito. Il miglior Vigna San Giuseppe degli ultimi anni. Per 4 anni in grandi botti di rovere di Slavonia. Primo anno di produzione: 1948. ",,5,2015,Cavallotto,Barolo Riserva Bricco Boschis Vigna San Giuseppe,Barolo,Riserva – Bricco Boschis,DOCG,Piemonte,125-149,94,94,Rosso fermo,Nebbiolo 100%,14.5,9k,Lepre alla Royal,60 mesi in botte,"Riserva di grande vendemmia, dai profumi intensi e bocca im- portante. Il profilo è fruttato scuro, denso di note di mora e con- fetture, susina e bacche, viola e ribes nero, poi accenni ferrosi e selvatici. Al gusto esprime potenza e morbidezza, con tannini to- sti e sapore lungo. Non prima del 2030.",,na,na,na,na,na,na,Italia,2
937,0001008,5,2015,Cavallotto,Barolo Riserva Bricco Boschis Vigna San Giuseppe,Barolo,Riserva – Bricco Boschis,DOCG,Piemonte,125-149,94,94,Rosso fermo,Nebbiolo 100%,14.5,9k,Lepre alla Royal,60 mesi in botte grande,"Riserva di grande vendemmia, dai profumi intensi e bocca im- portante. Il profilo è fruttato scuro, denso di note di mora e con- fetture, susina e bacche, viola e ribes nero, poi accenni ferrosi e selvatici. Al gusto esprime potenza e morbidezza, con tannini to- sti e sapore lungo. Non prima del 2030.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,00001008-1,5★,,Cavallotto,Barolo Riserva Bricco Boschis Vigna San Giuseppe,Barolo,Riserva – Bricco Boschis,DOCG,Piemonte,125-149,na,na,Rosso fermo,Nebbiolo 100%,14.5,9k-13k,Agnello al forno con patate – Castelmagno e cugnà – Tournedos alla Rossini – Lepre alla Royal,48-60 mesi in botte grande,,Prima annata 1948,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
937,0001009,4,2012,Cavallotto,Barolo Bricco Boschis,Barolo,Bricco Boschis,DOCG,Piemonte,60-64,89,89,Rosso fermo,Nebbiolo 100%,14.5,28k,Lepre al civet,36 mesi in botte grande,"Un 2012 potente, denso, dall'espressione maschia e dalla personalità notevole.  La fase olfattiva è molto fruttata e torrefatta, caratterizzata da sentori austeri e profondi, con ricordi di confetture, ciliegia, fragola macerata, cacao e nuance ferrose. Al gusto conferma prestanza e decisione: ha solida pienezza, tannino maturo e ben estratto, lunghezza e finale fruttato. Al meglio dal 2020. Botti grandi di Slavonia ner 36 mesi. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001009,4,2013,Cavallotto,Barolo Bricco Boschis,Barolo,Bricco Boschis,DOCG,Piemonte,70-74,89,89,Rosso fermo,Nebbiolo 100%,14.5,29k,Tournedos alla Rossini,36 mesi in botte grande,"Bricco Boschis in grande condizione. Dal colore scuro e compatto, si esibisce con un naso generoso, fitto di profumi di bacche e radici, noce moscata e tanta liquirizia, e poi frutta rossa in abbondanza, con ciliegia e confetture, lampone e fragola. Al gusto conferma ricchezza e vigore: l'impatto è caldo  e morbido, lo sviluppo ordinato e giustamente tannico. Al meglio dal 2023. Riposa per 3 anni in rovere di Slavonia da 30 ettolitri. Prima annata: 1948. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001009,3,2015,Cavallotto,Barolo Bricco Boschis,Barolo,Bricco Boschis,DOCG,Piemonte,70-74,87,87,Rosso fermo,Nebbiolo 100%,14.5,28k,Filetto di maiale alle mele,36 mesi in botte grande,"Il colore è granato scuro. Riconoscimenti di frutta rossa, susina, marasca, mora  e confetture, poi cannella, radici, pepe nero, terra bagnata e liquirizia. Si offre all'assaggio con potenza e vigore:  ha morbidezza, tannini decisi, lunga sapidità. Perfetto dal 2024. Sosta per 36 mesi in botti grandi di rovere di Slavonia ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001009,5,2016,Cavallotto,Barolo Bricco Boschis,Barolo,Bricco Boschis,DOCG,Piemonte,80-84,91,91,Rosso fermo,Nebbiolo 100%,14.5,37k,Stinco di maiale con salsa alla senape,36 mesi in botte grande,"Granato vivido. Colpisce per il bouquet molto intenso, fitto di frutta rossa, erbe e spezie: si intrecciano sentori di fiori essiccati e bacche, erbe, rabarbaro, fragola e lampone, viola e mora. La fusione è esemplare, l'espressione calda e avvolgente. Al gusto non manca di stupire: unisce forza a equilibrio, sapore a precisione tannica. Un Bricco Boschis in grande spolvero. Per 36 mesi in botti grandi di Slavonia ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001009,5,2017,Cavallotto,Barolo Bricco Boschis,Barolo,Bricco Boschis,DOCG,Piemonte,70-74,91,91,Rosso fermo,Nebbiolo 100%,14.5,20k,Carrè di agnello al rosmarino,36 mesi in botte grande,"Dal naso impetuoso, fitto e ampio; splendida frutta rossa e scura, spunti vegetali e selvatici, erbe, china, liquirizia, caffè e terra bagnata. Tanta energia anche al gusto, folto di sapore e tannini, morbidezza e sapienza. Da godere senza fretta. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,00001009-1,3★-5★,,Cavallotto,Barolo Bricco Boschis,Barolo,Bricco Boschis,DOCG,Piemonte,70-74,na,na,Rosso fermo,Nebbiolo 100%,14.5,20k-37k,Lepre al civet – Tournedos alla Rossini – Filetto di maiale alle mele – Stinco di maiale con salsa alla senape – Carrè di agnello al rosmarino,36 mesi in botte grande,,Prima annata 1948,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
937,0001010,4,2010,Cavallotto,Barolo Riserva Vignolo,Barolo,Riserva – Vignolo,DOCG,Piemonte,100-124,89,89,Rosso fermo,Nebbiolo 100%,14,13k,nd,48 mesi in botte,"Vignolo superbo, dal carattere ampio e aristocratico. Il naso è molto intenso e complesso, fitto di sentori nebbiolo, cioè foglie secche, violetta, erbe, ciliegie e confetture. Poi libera aspetti minerali di gran fascino, toni ferrosi ed ematici, salamoia, humus, e ancora, caffè e nuance affumicate. Insomma, un portento, ribadito al gusto, tosto e sapido, percorso da bella freschezza e tannini maturi. Dal 2022. Botti grandi di Slavonia per 48 mesi. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001010,3,2011,Cavallotto,Barolo Riserva Vignolo,Barolo,Riserva – Vignolo,DOCG,Piemonte,100-124,87,87,Rosso fermo,Nebbiolo 100%,14.5,7k,nd,48 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001010,3,2012,Cavallotto,Barolo Riserva Vignolo,Barolo,Riserva – Vignolo,DOCG,Piemonte,100-124,87,87,Rosso fermo,Nebbiolo 100%,14.5,7k,Coda brasata,48 mesi in botte,"Granato scuro. Profilo olfattivo vegetale in avvio, poi più sciolto, con riconoscimenti di erbe di montagna e fiori appassiti, violetta, lampone, china e confetture. In bocca ha struttura  e pienezza, ma anche freschezza e tannini fervidi, con lunga e rassicurante permanenza. Di poco sotto al fratello maggiore San Giuseppe. Da viti di più di cinquant'anni. Vinificato in vasche di acciaio, sosta per 48 mesi in grandi botti di Slavonia ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001010,4,2013,Cavallotto,Barolo Riserva Vignolo,Barolo,Riserva – Vignolo,DOCG,Piemonte,125-149,89,89,Rosso fermo,Nebbiolo 100%,14.5,7k,Castelmagno,48 mesi in botte,"Granato lucido. Introverso e scorbutico in avvio, si concentra su riconoscimenti fruttati, integri e carnosi: fragola, marasca e susina in evidenza; poi violetta, menta, confetture. Al palato è potente, copioso, fitto di ritorni fruttati, tannico a dovere e lungo in persistenza Da cogliere dal 2025 e da decantare con attenzione. Riposa per 4 anni in botti di rovere da 25 ettolitri. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
937,0001010,4,2015,Cavallotto,Barolo Riserva Vignolo,Barolo,Riserva – Vignolo,DOCG,Piemonte,100-124,89,89,Rosso fermo,Nebbiolo 100%,14.5,7k,nd,60 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
