Categoria-1,Ref,OLDRS,RS,RAWQP,QP,MediaGrezza,Anno,Menzioni,Nome,Classificazione,Denominazione,Produttore,Regione,Valutazione,Prezzo,Composizione,Abbinamento,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Alcol,Bottiglie,Affinamento,Descrizione,Note,Nazione,V,Q,Millesimo,Tecnica,Zucchero,Entry
,0001325,,,,,,2012,,Barolo,DOCG,Barolo,Sordo Giovanni,Piemonte,2,30-34,Nebbiolo 100%,nd,84,,84,,na,Rosso fermo,14,150k,?,,,Italia,,,,,,2
,0001325,,,,,,2013,,Barolo,DOCG,Barolo,Sordo Giovanni,Piemonte,2,30-34,Nebbiolo 100%,nd,84,,84,,na,Rosso fermo,14,150k,?,,,Italia,,,,,,2
,0001325,,,,,,2014,,Barolo,DOCG,Barolo,Sordo Giovanni,Piemonte,3,30-34,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,13.5,140k,?,,,Italia,,,,,,2
,0001325,,,,,,2015,,Barolo,DOCG,Barolo,Sordo Giovanni,Piemonte,3,30-34,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,150k,?,,,Italia,,,,,,2
,0001325,,,,,,2016,,Barolo,DOCG,Barolo,Sordo Giovanni,Piemonte,3,30-34,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,150k,?,,,Italia,,,,,,2
IN,0001325-1,1.25,7,0.22,8,2.6,,0,Barolo,DOCG,Barolo,Sordo Giovanni,Piemonte,2★-3★,30-34,Nebbiolo 100%,nd,na,,na,,na,Rosso fermo,14,3k-20k,?,,,Italia,,,,,,1
,0001323,,,,,,2012,Gabutti,Barolo Gabutti,DOCG,Barolo,Sordo Giovanni,Piemonte,4,40-44,Nebbiolo 100%,Cinghiale in umido,89,,89,,na,Rosso fermo,14.5,26k,6 mesi in acciaio + 24 mesi in botte,"Profilo olfattivo autorevole, elegante, che affianca alle note floreali foglie secche, frutta sotto spirito e gocce di caffè, appena suggerite. lL’approccio è classico, con un'impronta in bocca di potente struttura, ma sempre ammorbidita  dalle sfumature floreali. In prospettiva interessante l'equilibrio tra le generose morbidezze e un tannino con stoffa. In botte grande per 2 anni. ",,Italia,,,,,,2
,0001323,,,,,,2013,Gabutti,Barolo Gabutti,DOCG,Barolo,Sordo Giovanni,Piemonte,4,45-49,Nebbiolo 100%,Pollo alla cacciatora,89,,89,,na,Rosso fermo,14.5,26k,6 mesi in acciaio + 24 mesi in botte,"Granato terso e luminoso. L'olfatto è disposto su note floreali e delicatamente fruttate, con evidenza di fragolina e lampone, viola e peonia. In secondo piano le suggestioni speziate di leggera tostatura e richiami balsamici di anice. In bocca si ritrovano tutta la potenza e la struttura di Serralunga, corpo e ricca matrice tannica ben supportata dalla morbidezza, che ne mitiga il tratto Lunga e gustosa la persistenza. Riposa per 24 mesi in botte grande da 50 ettolitri. ",,Italia,,,,,,2
,0001323,,,,,,2015,Gabutti,Barolo Gabutti,DOCG,Barolo,Sordo Giovanni,Piemonte,3,35-39,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,26k,6 mesi in acciaio + 24 mesi in botte,,,Italia,,,,,,2
,0001323,,,,,,2017,Gabutti,Barolo Gabutti,DOCG,Barolo,Sordo Giovanni,Piemonte,3,35-39,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,14.5,26k,6 mesi in acciaio + 24 mesi in botte,,,Italia,,,,,,2
IN,0001323-1,2.68,15,0.40,15,3.5,,Gabutti,Barolo Gabutti,DOCG,Barolo,Sordo Giovanni,Piemonte,3★-4★,35-39,Nebbiolo 100%,Cinghiale in umido – Pollo alla cacciatora,na,,na,,na,Rosso fermo,14.5,3k-20k,6 mesi in acciaio + 24 mesi in botte,,,Italia,,,,,,1
,0001329,,,,,,2012,Gabutti – Riserva,Barolo Gabutti Riserva,DOCG,Barolo,Sordo Giovanni,Piemonte,4,40-44,Nebbiolo 100%,Brasato al Barolo,89,,89,,na,Rosso fermo,14.5,6k,36 mesi in botte grande,"Granato. Olfatto copioso di mora  e susina, ricamato dalle spezie e completato da una fine sfumatura balsamica di resine. Al palato la robustezza della tessitura tannica, la fitta trama strutturale e la mineralità potente e misurata mettono in evidenza il carattere di Serralunga. Il sorso è persistente e gustoso, quasi maestoso. Dai Gabutti una splendida Riserva Riposa per 3 amni in botti grandi di rovere. ",,Italia,,,,,,2
IN,0001329-1,1.00,6,0.13,5,4.0,,Gabutti – Riserva,Barolo Gabutti Riserva,DOCG,Barolo,Sordo Giovanni,Piemonte,4★,40-44,Nebbiolo 100%,Brasato al Barolo,na,,na,,na,Rosso fermo,14.5,6k,36 mesi in botte grande,,,Italia,,,,,,1
,0001330,,,,,,2013,Monprivato,Barolo Monprivato,DOCG,Barolo,Sordo Giovanni,Piemonte,3,65-69,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,3k,24 mesi in botte,,,Italia,,,,,,2
,0001330,,,,,,2014,Monprivato,Barolo Monprivato,DOCG,Barolo,Sordo Giovanni,Piemonte,3,70-74,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,3k,24 mesi in botte,,,Italia,,,,,,2
,0001330,,,,,,2015,Monprivato,Barolo Monprivato,DOCG,Barolo,Sordo Giovanni,Piemonte,3,65-69,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,3k,24 mesi in botte,,,Italia,,,,,,2
IN,0001330-1,1.02,6,0.08,4,3.0,,Monprivato,Barolo Monprivato,DOCG,Barolo,Sordo Giovanni,Piemonte,3★,65-69,Nebbiolo 100%,nd,na,,na,,na,Rosso fermo,14.5,3k,24 mesi in botte,,,Italia,,,,,,1
,0001326,,,,,,2012,Monvigliero,Barolo Monvigliero,DOCG,Barolo,Sordo Giovanni,Piemonte,3,40-44,Nebbiolo 100%,Filetto in crosta,86,,86,,na,Rosso fermo,14.5,10k,24 mesi in botte grande,"È la generosità e l'eleganza del Monvigliero che conquista subito:  una misurata concentrazione di fiori rossi, erbe aromatiche, per un invito all'assaggio morbido e ricco. In bocca  la trama tannica si dipana in modo pervasivo e articolato, facendo presagire un ottimo potenziale evolutivo. Struttura dinamica e tonica, grande bevibilità. Matura in botte grande per 2 anni. ",,Italia,,,,,,2
,0001326,,,,,,2013,Monvigliero,Barolo Monvigliero,DOCG,Barolo,Sordo Giovanni,Piemonte,3,45-49,Nebbiolo 100%,Cannelloni ripieni di fonduta,86,,86,,na,Rosso fermo,14,13k,24 mesi in botte grande,"Un raffinato e godibile Monvigliero, tutto impostato su fragranze floreali di rosa, violetta e glicine, sostenute da sentori  di frutta in gelatina, tra cui melograno e ribes. Un sussurro speziato, elegante e punteggiato di cannella e noce moscata, con inserti di erbe aromatiche. Al sorso è leggiadro e il tannino maturo dona autorevolezza alla sapida persistenza finale. Sosta in botte grande per 2 anni ",,Italia,,,,,,2
,0001326,,,,,,2014,Monvigliero,Barolo Monvigliero,DOCG,Barolo,Sordo Giovanni,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,16k,24 mesi in botte grande,,,Italia,,,,,,2
,0001326,,,,,,2015,Monvigliero,Barolo Monvigliero,DOCG,Barolo,Sordo Giovanni,Piemonte,4,35-39,Nebbiolo 100%,Petto di piccione con peperoni e ceci,89,,89,,na,Rosso fermo,14.5,13k,24 mesi in botte grande,"Granato luccicante. La freschezza olfattiva è il filo conduttore di tutte  le etichette, espressa da note delicatamente vegetali e balsamiche; affascina con intensi sentori mentolati e fruttati di fragolina e lampone, quasi in confettura, e finale di rosa. All'assaggio dimostra equilibrio, pienezza di sapore e un tannino in grande forma. Sapido in chiusura con ritorni floreali. Fermenta in acciaio e matura per 24 mesi in botte di rovere da 50 ettolitri. ",,Italia,,,,,,2
,0001326,,,,,,2016,Monvigliero,Barolo Monvigliero,DOCG,Barolo,Sordo Giovanni,Piemonte,3,35-39,Nebbiolo 100%,Rolata di manzo con peperoni,87,,87,,na,Rosso fermo,14.5,13k,24 mesi in botte grande,"| Colore granato molto trasparente. Si apre a riconoscimenti di frutta rossa in gelatina su cui spicca il ribes, poi sbuffi vegetali e mentolati che anticipano quelle più calde di frutta sotto spirito e chiodi di garofano. Al palato è tannico, possiede calore, discreta morbidezza e una vigorosa persistenza balsamica. Per 24 mesi in botti da 50 ettolitri. ",,Italia,,,,,,2
IN,0001326-1,2.36,13,0.36,13,3.2,,Monvigliero,Barolo Monvigliero,DOCG,Barolo,Sordo Giovanni,Piemonte,3★-4★,35-39,Nebbiolo 100%,Filetto in crosta – Cannelloni ripieni di fonduta – Petto di piccione con peperoni e ceci – Rolata di manzo con peperoni,na,,na,,na,Rosso fermo,14.5,10k-16k,24 mesi in botte grande,,,Italia,,,,,,1
,0001328,,,,,,2012,Parussi,Barolo Parussi,DOCG,Barolo,Sordo Giovanni,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,13k,24 mesi in botte,,,Italia,,,,,,2
,0001328,,,,,,2013,Parussi,Barolo Parussi,DOCG,Barolo,Sordo Giovanni,Piemonte,3,45-49,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,13k,24 mesi in botte,,,Italia,,,,,,2
,0001328,,,,,,2014,Parussi,Barolo Parussi,DOCG,Barolo,Sordo Giovanni,Piemonte,3,40-44,Nebbiolo 100%,Bollito misto ,86,,86,,na,Rosso fermo,14,13k,24 mesi in botte,"Parussi, un prestigioso vigneto in Castiglione Falletto, offre un prodotto dal colore granato luminoso, classico Impronta odorosa di grande fascino, con menta, salvia, eucalipto e liquirizia  A ravvivare, una delicata ventata di  fiori e piccoli frutti, viola, fragolina e lampone. All'assaggio rivela la generosa morbidezza, ad avvolgere una dotazione tannica di tutto rispetto, che assicura longevità. Persistenza di lungo sapore. In botte da 50 ettolitri per 2 anni. ",,Italia,,,,,,2
,0001328,,,,,,2015,Parussi,Barolo Parussi,DOCG,Barolo,Sordo Giovanni,Piemonte,3,35-39,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,13k,24 mesi in botte,,,Italia,,,,,,2
IN,0001328-1,1.35,8,0.20,8,3.0,,Parussi,Barolo Parussi,DOCG,Barolo,Sordo Giovanni,Piemonte,3★,35-39,Nebbiolo 100%,Bollito misto ,na,,na,,na,Rosso fermo,14.5,13k,24 mesi in botte,,,Italia,,,,,,1
,0001324,,,,,,2012,Perno,Barolo Perno,DOCG,Barolo,Sordo Giovanni,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,46k,6 mesi in acciaio + 24 mesi in botte grande,,,Italia,,,,,,2
,0001324,,,,,,2013,Perno,Barolo Perno,DOCG,Barolo,Sordo Giovanni,Piemonte,3,45-49,Nebbiolo 100%,Brasato al Barolo,87,,87,,na,Rosso fermo,14.5,48k,6 mesi in acciaio + 24 mesi in botte grande,"Una nobile espressione di Monforte: granato esemplare, profumi caldi e profondi, caratterizzati da speziatura e folate balsamiche, liquirizia, anice, terra calda, ferrrosità e fiori secchi. Al palato si rivela austero, grazie a un solido tannino in cammino verso l'equilibrio Netta sapidità che prolunga la gustosa persistenza. In botte grande per 24 mesi. ",,Italia,,,,,,2
,0001324,,,,,,2014,Perno,Barolo Perno,DOCG,Barolo,Sordo Giovanni,Piemonte,4,40-44,Nebbiolo 100%,Coda brasata con riduzione all'aceto,89,,89,,na,Rosso fermo,14,33k,6 mesi in acciaio + 24 mesi in botte grande,"Dai maestosi vigneti di Perno, un rosso di grande suadenza, dal bellissimo colore granato, di ottima trasparenza. Olfatto delicato, racconta di sfumature speziate di cannella, liquirizia e confettura di ciliegia, con finale ammandorlato. Seguono profumi floreali di invitante intensità, che ricordano la rosa antica e la viola. Sapore intenso, ricco di morbidezza, dotato di tannini rotondi, e una intensa sapidità a caratterizzare la persistenza. Matura per 24 mesi in botti da 50 ettolitri. ",,Italia,,,,,,2
,0001324,,,,,,2015,Perno,Barolo Perno,DOCG,Barolo,Sordo Giovanni,Piemonte,3,35-39,Nebbiolo 100%,Ossobuco in umido,86,,86,,na,Rosso fermo,14.5,33k,6 mesi in acciaio + 24 mesi in botte grande,"Luminoso granato. | profumi ricordano nobili legni, anice stellato e menta,  per poi confluire in confettura di  ciliegia e cenni di cacao; una ventata  di freschezza floreale di giaggiolo a concludere. In bocca è di volume, dettagliato nell'equilibrio, proporzionato nel tannino. Lungo e appagante epilogo sapido. Da Perno di Monforte un Barolo sorprendentemente balsamico. Per 24 mesi in botti da 50 ettolitri ",,Italia,,,,,,2
,0001324,,,,,,2016,Perno,Barolo Perno,DOCG,Barolo,Sordo Giovanni,Piemonte,3,35-39,Nebbiolo 100%,Scaloppine ai funghi porcini,87,,87,,na,Rosso fermo,14.5,33k,6 mesi in acciaio + 24 mesi in botte grande,"G!anato classico. Fragranze austere connotate da toni balsamici e di erbe si arricchiscono di ciliegia e fragola macerata, pesca e mora in confettura. Un Barolo classico, che si rivela pieno e integro, dal tannino vigoroso ma  per nulla asciugante; proporzionata freschezza con persistenza duratura Riposa per 2 anni in botti da 50 ettolitri. ",,Italia,,,,,,2
,0001324,,,,,,2017,Perno,Barolo Perno,DOCG,Barolo,Sordo Giovanni,Piemonte,3,35-39,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,14.5,33k,6 mesi in acciaio + 24 mesi in botte grande,,,Italia,,,,,,2
IN,0001324-1,2.69,15,0.41,15,3.2,,Perno,Barolo Perno,DOCG,Barolo,Sordo Giovanni,Piemonte,3★-4★,35-39,Nebbiolo 100%,Brasato al Barolo – Coda brasata con riduzione all'aceto – Ossobuco in umido – Scaloppine ai funghi porcini,na,,na,,na,Rosso fermo,14.5,33k-48k,6 mesi in acciaio + 24 mesi in botte grande,,,Italia,,,,,,1
,0001331,,,,,,2012,Perno – Riserva,Barolo Perno Riserva,DOCG,Barolo,Sordo Giovanni,Piemonte,3,45-49,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,14.5,6k,?,,,Italia,,,,,,2
IN,0001331-1,0.34,2,0.04,2,3.0,,Perno – Riserva,Barolo Perno Riserva,DOCG,Barolo,Sordo Giovanni,Piemonte,3★,45-49,Nebbiolo 100%,nd,na,,na,,na,Rosso fermo,14.5,3k-6k,?,,,Italia,,,,,,1
,0001322,,,,,,2012,Ravera,Barolo Ravera,DOCG,Barolo,Sordo Giovanni,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,18k,6 mesi in acciaio + 24 mesi in botte,,,Italia,,,,,,2
,0001322,,,,,,2013,Ravera,Barolo Ravera,DOCG,Barolo,Sordo Giovanni,Piemonte,3,45-49,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,20k,6 mesi in acciaio + 24 mesi in botte,,,Italia,,,,,,2
,0001322,,,,,,2014,Ravera,Barolo Ravera,DOCG,Barolo,Sordo Giovanni,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,18k,6 mesi in acciaio + 24 mesi in botte,,,Italia,,,,,,2
,0001322,,,,,,2015,Ravera,Barolo Ravera,DOCG,Barolo,Sordo Giovanni,Piemonte,3,35-39,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,15k,6 mesi in acciaio + 24 mesi in botte,,,Italia,,,,,,2
,0001322,,,,,,2016,Ravera,Barolo Ravera,DOCG,Barolo,Sordo Giovanni,Piemonte,3,35-39,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,14.5,15k,6 mesi in acciaio + 24 mesi in botte,,,Italia,,,,,,2
,0001322,,,,,,2017,Ravera,Barolo Ravera,DOCG,Barolo,Sordo Giovanni,Piemonte,4,35-39,Nebbiolo 100%,Stracotto di vitello,90,,90,,na,Rosso fermo,14,15k,6 mesi in acciaio + 24 mesi in botte,"Granato classico. Bouquet intenso e complesso, lento ad aprirsi; si rivela con sensazioni fruttate di ciliegia e ribes anche in con- fettura, contornate da nette note di spezie antiche. Il sorso è ca- ratterizzato da lunga e sapida persistenza, tannino misurato e ritorni olfattivi coerenti e appaganti.",,Italia,,,,,,2
IN,0001322-1,2.69,15,0.41,15,3.2,,Ravera,Barolo Ravera,DOCG,Barolo,Sordo Giovanni,Piemonte,3★-4★,35-39,Nebbiolo 100%,Stracotto di vitello,na,,na,,na,Rosso fermo,14,15k-20k,6 mesi in acciaio + 24 mesi in botte,,,Italia,,,,,,1
,0001326,,,,,,2012,Rocche Di Castiglione,Barolo Rocche Di Castiglione,DOCG,Barolo,Sordo Giovanni,Piemonte,3,40-44,Nebbiolo 100%,Agnello in casseruola,86,,86,,na,Rosso fermo,14,4k,24 mesi in botte grande,"lL’eleganza olfattiva delle Rocche è quasi didattica, non può mancare. Al naso, accanto ad agili tocchi floreali e succosi di frutta in confettura, troviamo un apporto speziato discreto ma preciso. Elegante in bocca, con un'espressione misurata; leggere note sapide e una persistenza aristocratica rendono la beva armonica. Sosta per 2 anni in botte da 10 ettolitri ",,Italia,,,,,,2
,0001326,,,,,,2013,Rocche Di Castiglione,Barolo Rocche Di Castiglione,DOCG,Barolo,Sordo Giovanni,Piemonte,3,45-49,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,4k,24 mesi in botte grande,,,Italia,,,,,,2
,0001326,,,,,,2014,Rocche Di Castiglione,Barolo Rocche Di Castiglione,DOCG,Barolo,Sordo Giovanni,Piemonte,3,35-39,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,4k,24 mesi in botte grande,,,Italia,,,,,,2
,0001326,,,,,,2015,Rocche Di Castiglione,Barolo Rocche Di Castiglione,DOCG,Barolo,Sordo Giovanni,Piemonte,3,35-39,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,14.5,4k,24 mesi in botte grande,,,Italia,,,,,,2
,0001326,,,,,,2016,Rocche Di Castiglione,Barolo Rocche Di Castiglione,DOCG,Barolo,Sordo Giovanni,Piemonte,4,35-39,Nebbiolo 100%,Maialino arrosto,89,,89,,na,Rosso fermo,14.5,4k,24 mesi in botte grande,"Granato luminoso e trasparente. Olfatto intenso e composito, caratterizzato inizialmente da china, liquirizia e radici di erbe officinali; con pazienza emergono confettura di prugna, marasca sotto spirito e delicate sfumature vegetali.  Al sorso è più esplicito, dotato di freschezza, struttura e vivo tannino Sinuosa la persistenza sulla scia delle esuberanze balsamiche. Matura per 24 mesi in botti di rovere da 100 ettolitri ",,Italia,,,,,,2
IN,0001326-1,2.36,13,0.36,13,3.2,,Rocche Di Castiglione,Barolo Rocche Di Castiglione,DOCG,Barolo,Sordo Giovanni,Piemonte,3★-4★,35-39,Nebbiolo 100%,Agnello in casseruola – Maialino arrosto,na,,na,,na,Rosso fermo,14.5,4k,24 mesi in botte grande,,,Italia,,,,,,1
,0001327,,,,,,2013,Villero,Barolo Villero,DOCG,Barolo,Sordo Giovanni,Piemonte,3,45-49,Nebbiolo 100%,nd,85,,85,,na,Rosso fermo,14.5,4k,24 mesi in botte grande,,,Italia,,,,,,2
,0001327,,,,,,2014,Villero,Barolo Villero,DOCG,Barolo,Sordo Giovanni,Piemonte,3,50-54,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,3k,24 mesi in botte grande,,,Italia,,,,,,2
,0001327,,,,,,2015,Villero,Barolo Villero,DOCG,Barolo,Sordo Giovanni,Piemonte,3,45-49,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,3k,24 mesi in botte grande,,,Italia,,,,,,2
IN,0001327-1,1.02,6,0.12,6,3.0,,Villero,Barolo Villero,DOCG,Barolo,Sordo Giovanni,Piemonte,3★,45-49,Nebbiolo 100%,nd,na,,na,,na,Rosso fermo,14.5,3k-4k,24 mesi in botte grande,,,Italia,,,,,,1
,0001528,,,,,,2015,Basarin,Barbaresco Basarin,DOCG,Barbaresco,Sottimano,Piemonte,4,55-59,Nebbiolo 100%,Guancia di manzo brasata,89,,89,,na,Rosso fermo,14,2k,24 mesi in botte,"| Granato avvincente, il nuovo Basarin si presenta con odori molto tersi: sentori di frutta rossa e confetture, con ribes, fragola e ciliegia a dominare Un'espressione molto precisa, raffinata e attenta al dettaglio. Al palato ribatte con egual valore: morbido e proporzionato, fine nel tannino, lungo e appagante in chiusura. Fermentato in acciaio, sosta in barrique nuove per un quinto. ",,Italia,,,,,,2
,0001528,,,,,,2016,Basarin,Barbaresco Basarin,DOCG,Barbaresco,Sottimano,Piemonte,4,60-64,Nebbiolo 100%,Anatra all'arancia,89,,89,,na,Rosso fermo,14.5,7k,24 mesi in botte,"G'ranaîo molto fitto. Si notano profumi  di noce moscata e radice di liquirizia, violetta, rosa, kirsch. Poi sale il frutto, di ciliegia e lampone: ottima la definizione e l'intensità. Al gusto appare generoso: corpo pieno, tannini presenti ma rotondi, e lunga persistenza. Sarà ottimo dal 2025. Fermenta in tino di rovere e riposa per 2 anni in barrique. ",,Italia,,,,,,2
,0001528,,,,,,2018,Basarin,Barbaresco Basarin,DOCG,Barbaresco,Sottimano,Piemonte,4,100-124,Nebbiolo 100%,nd,89,,89,,na,Rosso fermo,14.5,7k,24 mesi in botte,,,Italia,,,,,,2
IN,0001528-1,3.00,17,0.15,6,4.0,,Basarin,Barbaresco Basarin,DOCG,Barbaresco,Sottimano,Piemonte,4★,100-124,Nebbiolo 100%,Guancia di manzo brasata – Anatra all'arancia,na,,na,,na,Rosso fermo,14.5,2k-7k,24 mesi in botte,,Prima annata 1989,Italia,,,,,,1
,0001526,,,,,,2013,Cottà,Barbaresco Cottà,DOCG,Barbaresco,Sottimano,Piemonte,3,60-64,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,13.5,9k,20 mesi in barrique,,,Italia,,,,,,2
,0001526,,,,,,2014,Cottà,Barbaresco Cottà,DOCG,Barbaresco,Sottimano,Piemonte,4,60-64,Nebbiolo 100%,Scaloppine con le spugnole,90,,90,,na,Rosso fermo,14,9k,20 mesi in barrique,"Cottà di grande eleganza: colore granato classico, naso di erbe di montagna, fieno, violetta, rosa, rosmarino, poi frutta rossa, ciliegia e lampone. È delicato, preciso e molto fine. Al gusto stessa trama e stesso ordine: lo sviluppo è perfetto, il tannino sfumato, la struttura piena e morbida, con equilibrio e lunga persistenza. Per 20 mesi in barrique,  in minima parte nuove. Prima annata: 1989. ",,Italia,,,,,,2
,0001526,,,,,,2015,Cottà,Barbaresco Cottà,DOCG,Barbaresco,Sottimano,Piemonte,5,55-59,Nebbiolo 100%,Capretto in casseruola,91,,91,,na,Rosso fermo,14,10k,20 mesi in barrique,"È un Cottà delizioso, raffinato nei profumi, pieno e gustoso nel sapore. Al naso è fruttato e dolcemente speziato, con fragranze di erbe aromatiche, ciliegia, lampone, ribes e melograno; poi si allunga, ricamando complessità di cuoio, menta e liquirizia. La bocca è corposa, dotata di bella struttura, ma è l'equilibrio il valore aggiunto, preciso tra le parti e con tannino incisivo, seppur arrotondato. Da cogliere dal 2023 Fermentazione in acciaio e maturazione in barrique nuove al 20 per cento ",,Italia,,,,,,2
,0001526,,,,,,2016,Cottà,Barbaresco Cottà,DOCG,Barbaresco,Sottimano,Piemonte,5,55-59,Nebbiolo 100%,Piccione in salsa al Porto,91,,91,,na,Rosso fermo,14,10k,20 mesi in barrique,"| Granato. Introverso e lento a definirsi, si apre con toni classici di fiori essiccati, spezie e frutta: rosa e violetta, ciliegia e menta, liquirizia e torrefazione, cacao e china. l'assaggio non manca di espressione: è un 2016 potente, ricco di struttura e vigore. | tannini sono fitti, la chiusura gustosa e giovane. Al meglio dal 2026. Fermenta in acciaio e sosta per 20 mesi in barrique di vari passaggi ",,Italia,,,,,,2
,0001526,,,,,,2017,Cottà,Barbaresco Cottà,DOCG,Barbaresco,Sottimano,Piemonte,4,60-64,Nebbiolo 100%,Castelmagno e cugnà,89,,89,,na,Rosso fermo,14,8k,24 mesi in barrique,"Granato. Tanta invitante tipicità in questo Cottà. Il bouquet è una splendida fusione di pot-pourri, bacche, spezie, tanta fragola, ciliegia e menta. Il tono  è fresco e preciso anche al gusto, con ingresso pieno e strutturato, tensione tannica e lunga persistenza. Al meglio dal 2026. Vinificazione in tino di rovere e sosta in barrique per 2 anni ",,Italia,,,,,,2
,0001526,,,,,,2018,Cottà,Barbaresco Cottà,DOCG,Barbaresco,Sottimano,Piemonte,4,70-74,Nebbiolo 100%,nd,89,,89,,na,Rosso fermo,14.5,8k,20 mesi in barrique,,,Italia,,,,,,2
IN,0001526-1,9.30,52,0.72,27,4.2,,Cottà,Barbaresco Cottà,DOCG,Barbaresco,Sottimano,Piemonte,3★-5★,70-74,Nebbiolo 100%,Scaloppine con le spugnole – Capretto in casseruola – Piccione in salsa al Porto – Castelmagno e cugnà,na,,na,,na,Rosso fermo,14.5,5k-10k,20-24 mesi in barrique,,Prima annata 1989,Italia,,,,,,1
,0001524,,,,,,2012,Currà,Barbaresco Currà,DOCG,Barbaresco,Sottimano,Piemonte,4,75-79,Nebbiolo 100%,Tagliata di chianina,90,,90,,na,Rosso fermo,14,1k,20 mesi in barrique,"Elegante, fine, prezioso, un naso che incanta. L'avvio è classico, di fiori appassiti, rosa, violetta, foglie secche. Poi si allarga e prende volume, acquista note di liquirizia e noce moscata, menta, cacao, cioccolato, frutta rossa matura  e confetture. La trama si conferma  al palato: ha proporzione, corpo, pienezza, tannini giovani e vigorosi, bella persistenza finale. Da maturare ancora Riposa per 20 mesi in barrique e per altri 15 mesi in bottiglia. ",,Italia,,,,,,2
,0001524,,,,,,2013,Currà,Barbaresco Currà,DOCG,Barbaresco,Sottimano,Piemonte,4,60-64,Nebbiolo 100%,Fegato di vitello glassato,90,,90,,na,Rosso fermo,14,1k,20 mesi in barrique,"Granato classico al colore, è un Currà di notevole precisione e finezza. Ha un naso fresco, fervido nel fruttato di ciliegia, con note di fragolina di bosco, ribes, gelatina di frutta e confetture. Sensazioni di purezza anche al gusto, nitido, succoso, molto lungo nel sapore, con un tannino generoso e maturo. Dal 2021. Riposa in barrique prevalentemente usate ",,Italia,,,,,,2
,0001524,,,,,,2014,Currà,Barbaresco Currà,DOCG,Barbaresco,Sottimano,Piemonte,5,80-84,Nebbiolo 100%,Filetto di maiale lardellato,93,,93,,na,Rosso fermo,14,1k,20 mesi in barrique,"Il colore è granato scuro. La matrice olfattiva, lussuosa e di splendida espressione, è ricca di sentori di erbe officinali e bacche, poi ciliegia,  | melograno, ribes nero, prugna e menta, per chiudere su un refolo speziato di  | chiodi di garofano e anice stellato. Al gusto è avvolgente e pieno, dai giusti volumi, con tannini vigorosi e lunga persistenza. Già in splendida forma, ma darà il massimo dal 2024. Proviene dal vigneto Currà di Neive, il gioiellino di casa Sottimano. Fermenta in acciaio e matura per 20 mesi in barrique in parte usate ",,Italia,,,,,,2
,0001524,,,,,,2015,Currà,Barbaresco Currà,DOCG,Barbaresco,Sottimano,Piemonte,5,60-64,Nebbiolo 100%,Scamone di manzo alla piastra,94,,94,,na,Rosso fermo,14,3k,20 mesi in barrique,"Granato classico. Il naso esprime sentori intensi di frutta rossa, anche in confettura, tra cui ciliegia e lampone, poi menta, fiori essiccati e una vena salmastra, di erbe e salamoia. La risposta al gusto è vigorosa; il tannino è presente, la persistenza lunga e fruttata. Un Currà di forte personalità. Al meglio dal 2025. Vinificazione in tino di rovere e maturazione per 2 anni in barrique Primo anno di produzione 1995. ",,Italia,,,,,,2
,0001524,,,,,,2016,Currà,Barbaresco Currà,DOCG,Barbaresco,Sottimano,Piemonte,5,100-124,Nebbiolo 100%,Carrè di maiale alle erbe,96,,96,,na,Rosso fermo,14.5,3k,20 mesi in barrique,"Un grande Barbaresco, elegantissimo ed equilibrato. La trama olfattiva sfoggia fiori passiti ed erbe, frutta rossa e spunti ferro- si. Emergono note di ciliegia, pepe, cipria, lavanda e pesca. La bocca ha struttura e vigore, morbidezza e armonioso finale. Dal 2023.",,Italia,,,,,,2
