Categoria-1,Ref,OLDRS,RS,RAWQP,QP,MediaGrezza,Menzioni,Anno,Nome,Classificazione,Denominazione,Produttore,Regione,Valutazione,Prezzo,Composizione,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,Nazione,Entry,Millesimo,Tecnica,Zucchero
,0001710,,,,,,Predappio – Riserva,2015,Romagna Sangiovese Predappio Riserva Dante 1872,DOC,Romagna Sangiovese,Tenuta Piccolo Brunelli,Romagna,4,15-19,Sangiovese 100%,90,,90,,na,Rosso fermo,13.5,1k,Faraona arrosto,12 mesi in botte,"Rosso rubino pieno. All'olfatto è un innoalla gioia. La complessità e tipicità olfattivadi ciliegia e prugna progrediscono in unpot-pourri floreale, poi note speziate dicannella, pepe bianco, bastoncino di liquirizia,rinfrescate da sfumature balsamiche. Al gustoè una conferma: il sorso, deciso e ricco, ècaratterizzato da un tannino saporito, ancora inevoluzione, e da una freschezza che rinfrancala beva. Il finale è lungo e sapido. Fermenta inacciaio, poi riposa in botte grande per 24 mesi",,Italia,2,,,
,0001710,,,,,,Predappio – Riserva,2018,Romagna Sangiovese Predappio Riserva Dante 1872,DOC,Romagna Sangiovese,Tenuta Piccolo Brunelli,Romagna,3,15-19,Sangiovese 100%,87,,87,,na,Rosso fermo,14,6k,,12 mesi in botte,,,Italia,2,,,
,0001710-1,1.46,13,0.76,13,3.0,Predappio – Riserva,,Romagna Sangiovese Predappio Riserva Dante 1872,DOC,Romagna Sangiovese,Tenuta Piccolo Brunelli,Romagna,2★-4★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,14,1k-6k,Faraona arrosto,12 mesi in botte,,,Italia,1,,,
,0001712,,,,,,Superiore,2013,Romagna Sangiovese Superiore Il Conte Pietro,DOC,Romagna Sangiovese,Tenuta Piccolo Brunelli,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13,10k,Cappelletti al ragù,12 mesi in botte,"Rosso granato fitto. Profumi intriganti e diapprezzabile evoluzione: china, humus, pepeverde e accenni minerali. Buona esecuzionetannica, con una alcolicità misurata e unadiffusa freschezza di sottofondo al servizio diun maggior equilibrio. Chiusura speziata e dimedia persistenza. In acciaio per 8 mesi, poiper altri 4 in bottiglia",,Italia,2,,,
,0001712,,,,,,Superiore,2018,Romagna Sangiovese Superiore Il Conte Pietro,DOC,Romagna Sangiovese,Tenuta Piccolo Brunelli,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,13,5k,Grigliata di mora romagnola,12 mesi in botte,"Rosso rubino luminoso. Un soffio balsamicopermea un profilo fresco e stuzzicante,composto da ciliegia, susina, mirtilli e pepebianco, a cui si aggiungono nel finale violae peonia. Sorso di corpo, ben equipaggiato,con un'acidità accesa, tannini sottilmenteastringenti, sapidità e calore alcolico in misuraequilibrata. Chiusura mentolata. Riposa per 12mesi in botti di rovere da 20 ettolitri",,Italia,2,,,
,0001712-1,0.45,4,0.34,6,2.5,Superiore,,Romagna Sangiovese Superiore Il Conte Pietro,DOC,Romagna Sangiovese,Tenuta Piccolo Brunelli,Romagna,2★-3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,13,5k-10k,Cappelletti al ragù – Grigliata di mora romagnola,12 mesi in botte,,,Italia,1,,,
,0001711,,,,,,Superiore,2018,Romagna Sangiovese Superiore Pietro 1904,DOC,Romagna Sangiovese,Tenuta Piccolo Brunelli,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,13,6k,,12 mesi in botte,,,Italia,2,,,
,0001711-1,0.34,3,0.25,4,3.0,Superiore,,Romagna Sangiovese Superiore Pietro 1904,DOC,Romagna Sangiovese,Tenuta Piccolo Brunelli,Romagna,3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,13,6k,,12 mesi in botte,,,Italia,1,,,
,0001713,,,,,,Superiore,2016,Romagna Sangiovese Superiore Gianciotto,DOC,Romagna Sangiovese,Tenuta Saiano,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,10k,Spezzatino di vitello con piselli,10 mesi in acciaio,"Porpora impenetrabile vivace. Olfatto tipico,caratterizzato da frutta rossa croccantee mineralità di pietra focaia. Al gusto ècaldo, potente, con un tannino esuberanteaccompagnato da una vivida freschezza che fasalivare e ne stempera l'irruenza. In acciaio per10 mesi con affinamento in bottiglia di 4 mesi",,Italia,2,,,
,0001713,,,,,,Superiore,2017,Romagna Sangiovese Superiore Gianciotto,DOC,Romagna Sangiovese,Tenuta Saiano,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,13k,Gramigna salsiccia e piselli,10 mesi in acciaio,"Rosso rubino vivace. Quadro olfattivo centratosulla visciola, con accenni mediterranei dirosmarino e sommessi sentori di tabacco. Alpalato è morbido, sostenuto da giusta sapiditàe tannini percettibili. Chiude lasciando unricordo di arancia sanguinella. Fermenta ematura per 10 mesi in acciaio, con 3 mesi dipermanenza sui lieviti",,Italia,2,,,
,0001713,,,,,,Superiore,2018,Romagna Sangiovese Superiore Gianciotto,DOC,Romagna Sangiovese,Tenuta Saiano,Romagna,3,10-14,Sangiovese 100%,85,,85,,na,Rosso fermo,13,3k,Gnocco fritto e squacquerone,10 mesi in acciaio,"Rosso rubino vivo, ricco di luce. Profumi freschie fragranti di melagrana, arancia e viole. Il sorsoè snello, dinamico e dissetante. La strutturaè retta dalla freschezza e dalla sapidità, contannini appena accennati; chiusura persistente.Fermentazione spontanea e maturazione soloin acciaio per 10 mesi.",,Italia,2,,,
,0001713,,,,,,Superiore,2019,Romagna Sangiovese Superiore Gianciotto,DOC,Romagna Sangiovese,Tenuta Saiano,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,1k,,10 mesi in acciaio,,,Italia,2,,,
,0001713-1,0.69,6,0.51,9,2.3,Superiore,,Romagna Sangiovese Superiore Gianciotto,DOC,Romagna Sangiovese,Tenuta Saiano,Romagna,2★-3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,13.5,1k-13k,Spezzatino di vitello con piselli – Gramigna salsiccia e piselli – Gnocco fritto e squacquerone,10 mesi in acciaio,,,Italia,1,,,
,0001713,,,,,,Superiore,2014,Romagna Sangiovese Superiore Riserva Il Montebello,DOC,Romagna Sangiovese,Tenuta Saiano,Romagna,3,20-24,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,4k,Pernice al tegame,12 mesi in botte grande,"Granato lucente. Ventaglio olfattivo intensoed elegante, con liquirizia, china, prugna e unatraccia più chiara di gesso a corredo. In boccaè equilibrato, gustoso e appagante. ll tannino,di ottima fattura, è avvolgente, morbido eaccompagnato da una cospicua freschezzache permane, lasciando il finale su toni erbaceidi rabarbaro e tocchi minerali di grafite conrichiami gessosi. Matura in acciaio per 4 mesi ein tonneau di Allier per 12.",,Italia,2,,,
,0001713,,,,,,Superiore,2015,Romagna Sangiovese Superiore Riserva Il Montebello,DOC,Romagna Sangiovese,Tenuta Saiano,Romagna,3,20-24,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,3k,Agnello al forno con patate,12 mesi in botte grande,"Rosso granato luminoso. All'olfatto emergeimmediata la sensazione fruttata, impreziositada fiori di violetta e spezie dolci. Assaggiopieno, scorrevole ed equilibrato, sorrettoda un tannino levigato e da una freschezzavivace. La morbidezza lascia spazio a un finalepiacevolmente fruttato. Fermenta e matura per4 mesi in acciaio, per poi sostare un anno ingrandi botti di Allier.",,Italia,2,,,
,0001713,,,,,,Superiore,2016,Romagna Sangiovese Superiore Riserva Il Montebello,DOC,Romagna Sangiovese,Tenuta Saiano,Romagna,3,20-24,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,3k,Gnocchi di semola al ragù di cortile,12 mesi in botte grande,"Rosso rubino compatto. Ottima intensitàespressiva che fonde le sensazioni di ciliegiasotto spirito a cannella e spunti vegetaliIncipit gustativo fresco, appena frenato da unamisurata morbidezza. Trama tannica incisiva,con un finale sottile amaricante. Riposa per unanno in botti grandi di Allier.",,Italia,2,,,
,0001713-1,1.02,9,0.41,7,3.0,Superiore,,Romagna Sangiovese Superiore Riserva Il Montebello,DOC,Romagna Sangiovese,Tenuta Saiano,Romagna,3★,20-24,Sangiovese 100%,na,,na,,na,Rosso fermo,13.5,3k-4k,Pernice al tegame – Agnello al forno con patate – Gnocchi di semola al ragù di cortile,12 mesi in botte grande,,,Italia,1,,,
,0001715,,,,,,Superiore – Riserva,2012,Romagna Sangiovese Superiore Riserva Sassignolo,DOC,Romagna Sangiovese,Tenuta Santa Lucia,Romagna,1,15-19,Sangiovese 100%,79,,79,,na,Rosso fermo,14.5,6k,,14 mesi in barrique,,,Italia,2,,,
,0001715,,,,,,Superiore – Riserva,2013,Romagna Sangiovese Superiore Riserva Sassignolo,DOC,Romagna Sangiovese,Tenuta Santa Lucia,Romagna,5,15-19,Sangiovese 100%,91,,91,,na,Rosso fermo,14.5,3k,Oca in umido,14 mesi in barrique,"Rosso rubino profondo. Al naso note penetrantidi inchiostro, china, chiodi di garofano e ciliegiesotto spirito; emerge un sapiente uso del legno.Il sorso è energico, sospinto da un tanninograffiante, integrato in una struttura avvolgente.Freschezza accesa e ben distribuita, conemozionanti richiami di frutta sotto spirito inchiusura. Ha tutte le caratteristiche per evolveree acquisire ulteriore complessità. Fermenta inacciaio e matura in legno piccolo per 14 mesi,poi un anno in bottiglia.",,Italia,2,,,
,0001715,,,,,,Superiore – Riserva,2015,Romagna Sangiovese Superiore Riserva Sassignolo,DOC,Romagna Sangiovese,Tenuta Santa Lucia,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,15,3k,Tartare di manzo,12 mesi in barrique,"Rosso granato compatto. Sotto un velovanigliato emergono ribes rosso, gesso etabacco scuro. È un vino di struttura robusta,con un impianto tannico copioso ma diqualità: le premesse per una grande bottigliasi concretizzeranno attraverso un percorso diintegrazione. Finale fruttato. Sosta in barriqueper un anno e per un altro anno affina inbottiglia.",,Italia,2,,,
,0001715,,,,,,Superiore – Riserva,2016,Romagna Sangiovese Superiore Riserva Sassignolo,DOC,Romagna Sangiovese,Tenuta Santa Lucia,Romagna,3,15-19,Sangiovese 100%,87,,87,,na,Rosso fermo,15,6k,,12 mesi in barrique,,,Italia,2,,,
,0001715-1,3.66,32,1.91,33,3.0,Superiore – Riserva,,Romagna Sangiovese Superiore Riserva Sassignolo,DOC,Romagna Sangiovese,Tenuta Santa Lucia,Romagna,1★-5★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,15,3k-6k,Oca in umido – Tartare di manzo,12-14 mesi in barrique,,,Italia,1,,,
,0001714,,,,,,Superiore,2015,Romagna Sangiovese Superiore Taibo,DOC,Romagna Sangiovese,Tenuta Santa Lucia,Romagna,2,5-9,Sangiovese 100%,84,,84,,na,Rosso fermo,14,15k,,12 mesi in botte grande,,,Italia,2,,,
,0001714,,,,,,Superiore,2017,Romagna Sangiovese Superiore Taibo,DOC,Romagna Sangiovese,Tenuta Santa Lucia,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,14.5,5k,Lombetto di maiale speziato,12 mesi in botte grande,"Rubino vivido e trasparente. Aromi variegatidi duroni e more di rovo, viola e menta, su unascia finale di polvere di caffè. Il sorso è intenso,con tannini ancora centrali, ma dalla trama fine.Il finale, sapido, richiama il sapore di aranciasanguinella. Fermenta in acciaio per 12 mesi eaffina in bottiglia per un altro anno.",,Italia,2,,,
,0001714,,,,,,Superiore,2018,Romagna Sangiovese Superiore Taibo,DOC,Romagna Sangiovese,Tenuta Santa Lucia,Romagna,3,10-14,Sangiovese 100%,85,,85,,na,Rosso fermo,13.5,6k,Petto d'anatra ai frutti rossi e crema di sedano,12 mesi in botte grande,"Luminoso rubino, con riflessi granato.Esordisce all'olfatto con aromi netti di ciliegierosse e more, e si completa con profumibalsamici di rabarbaro e spezie piccanti. Ilsorso è di struttura, in un gioco dinamicotra acidità e tannini. Il finale è conquistatodalla sensazione di sapidità, che trasmettepersistenza e gradevolezza all'assaggio.Fermenta e matura per 12 mesi in botti grandidi rovere.",,Italia,2,,,
,0001714,,,,,,Superiore,2019,Romagna Sangiovese Superiore Taibo,DOC,Romagna Sangiovese,Tenuta Santa Lucia,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13,12k,,12 mesi in botte grande,,,Italia,2,,,
,0001714-1,0.91,8,0.67,12,2.5,Superiore,,Romagna Sangiovese Superiore Taibo,DOC,Romagna Sangiovese,Tenuta Santa Lucia,Romagna,2★-3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,13,5k-15k,Lombetto di maiale speziato – Petto d'anatra ai frutti rossi e crema di sedano,12 mesi in botte grande,,,Italia,1,,,
,0001716,,,,,,Superiore,2016,Romagna Sangiovese Superiore Clivo Del Re,DOC,Romagna Sangiovese,Tenuta Uccellina,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,13,2k,,8 mesi in botte,,,Italia,2,,,
,0001716,,,,,,Superiore,2017,Romagna Sangiovese Superiore Clivo Del Re,DOC,Romagna Sangiovese,Tenuta Uccellina,Romagna,3,10-14,Sangiovese 100%,85,,85,,na,Rosso fermo,14.5,2k,,8 mesi in botte,,,Italia,2,,,
,0001716,,,,,,Superiore,2018,Romagna Sangiovese Superiore Clivo Del Re,DOC,Romagna Sangiovese,Tenuta Uccellina,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,14,2k,,8 mesi in botte,,,Italia,2,,,
,0001716-1,0.79,7,0.59,10,2.7,Superiore,,Romagna Sangiovese Superiore Clivo Del Re,DOC,Romagna Sangiovese,Tenuta Uccellina,Romagna,2★-3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,14,2k,,8 mesi in botte,,,Italia,1,,,
,0001717,,,,,,Superiore – Riserva,2015,Romagna Sangiovese Superiore Riserva Ghineo,DOC,Romagna Sangiovese,Tenuta Uccellina,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,14.5,1k,Fagiano al coccio,18 mesi in tonneau,"Rosso granato con trama fitta. Nasoesuberante su rimandi di mirtillo, pepe neroe lievi sentori di grafite. L'assaggio tradisce ladote alcolica, ma la freschezza e la sapiditàdonano equilibrio alla beva; ben presente untannino di buona tessitura. Lunga chiusuraricca di spezie. Fermenta in acciaio e matura intonneau per 18 mesi, per poi affinare in bottigliaaltri 12 mesi",,Italia,2,,,
,0001717-1,0.34,3,0.18,3,3.0,Superiore – Riserva,,Romagna Sangiovese Superiore Riserva Ghineo,DOC,Romagna Sangiovese,Tenuta Uccellina,Romagna,3★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,14.5,2k,Fagiano al coccio,18 mesi in tonneau,,,Italia,1,,,
,0001720,,,,,,Bertinoro – Riserva,2012,Romagna Sangiovese Bertinoro Riserva Il Moro,DOC,Romagna Sangiovese,Tenuta Villa Trentola,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,14.5,8k,Filetto ai ferri con funghi,12 mesi in barrique,"Rosso granato. Esordio di prepotente intensità,dove emergono note floreali di rosa canina,venate da un tocco resinoso, che godono delsostegno fruttato di prugna e durone di VignolaLa bocca esprime altrettanta forza, il tanninoè serrato e il contrappeso fruttato aiuta adare equilibrio. Sale e freschezza in chiusuravivacizzano il palato. Matura per 12 mesi inbarrique di Allier e affina per 24 in bottiglia.",,Italia,2,,,
,0001720-1,0.34,3,0.18,3,3.0,Bertinoro – Riserva,,Romagna Sangiovese Bertinoro Riserva Il Moro,DOC,Romagna Sangiovese,Tenuta Villa Trentola,Romagna,3★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,14.5,8k,Filetto ai ferri con funghi,12 mesi in barrique,,,Italia,1,,,
,0001718,,,,,,Superiore,2014,Romagna Sangiovese Superiore Il Prugnolo,DOC,Romagna Sangiovese,Tenuta Villa Trentola,Romagna,4,10-14,Sangiovese 100%,89,,89,,na,Rosso fermo,14,30k,Carrè di maiale con le prugne,12 mesi in acciaio,"Rosso rubino vivace. Il bouquet olfattivo ècomplesso ed elegante, con delicati profumi diviola del pensiero, sciroppo di fragola, prugnae confettura di ciliegia, assecondati da lievisbuffi vegetali. È un vino immediato che ticonquista da subito, contrastato com'è nelsorso. Morbidezza iniziale, freschezza diffusae vivacità tannica danno vita a un carattereoriginale; solo il finale di bocca, scandito datoni lievernente più scuri e terrosi, gli impediscedi conquistare l'eccellenza. Considerandol'annata, è un vino riuscitissimo. Vinificazionecondotta solo in acciaio.",,Italia,2,,,
,0001718,,,,,,Superiore,2015,Romagna Sangiovese Superiore Il Prugnolo,DOC,Romagna Sangiovese,Tenuta Villa Trentola,Romagna,3,15-19,Sangiovese 100%,87,,87,,na,Rosso fermo,14,10k,Faraona in casseruola,12 mesi in acciaio,"Rosso rubino con riflessi granato. Rivela unagamma odorosa fine, con sentori che vannodalla scorza di agrumi ai fiori appassiti, suun sottofondo ferruginoso. ll sorso è pieno eavvolgente, con una scorrevole morbidezzabilanciata da una decisa freschezza. Untannino setoso e integrato completa il quadro.Vino di lunga persistenza. Matura in acciaio perun anno e poi affina per 12 mesi in bottiglia.",,Italia,2,,,
,0001718,,,,,,Superiore,2017,Romagna Sangiovese Superiore Il Prugnolo,DOC,Romagna Sangiovese,Tenuta Villa Trentola,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,14,10k,Spiedini di maiale marinati alle spezie,12 mesi in acciaio,"Rosso rubino intenso. Corredo aromaticosobrio ma nitido che lascia emergere profumidi ciliegia e prugna, in combinazione condelicati ricordi di spezie dolci. Approcciogustativo morbido, snello ed equilibrato, contannini ben calibrati e integrati. Finale fresco,persistente, sapido e con ritorni balsamiciRiposa in acciaio per un anno.",,Italia,2,,,
,0001718,,,,,,Superiore,2018,Romagna Sangiovese Superiore Il Prugnolo,DOC,Romagna Sangiovese,Tenuta Villa Trentola,Romagna,4,15-19,Sangiovese 100%,89,,89,,na,Rosso fermo,14,10k,Anguilla alla brace,12 mesi in acciaio,"Rosso rubino. I profumi di ciliegia sotto spirito, rosa essiccatae liquirizia sono abbracciati da stuzzicanti sensazioni eteree. Ilsorso, dai lunghi rimandi olfattivi, è strutturato ed equilibrato,ricco di tannini fini e alcol. La vivida acidità dona una fresca per-cezione di scorza d’agrume che accompagna a lungo. ",,Italia,2,,,
,0001718-1,2.68,24,1.40,24,3.5,Superiore,,Romagna Sangiovese Superiore Il Prugnolo,DOC,Romagna Sangiovese,Tenuta Villa Trentola,Romagna,3★-4★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,14,10k-30k,Carrè di maiale con le prugne – Faraona in casseruola – Spiedini di maiale marinati alle spezie – Anguilla alla brace,12 mesi in acciaio,,,Italia,1,,,
,0001719,,,,,,Superiore,2016,Romagna Sangiovese Superiore Ultimo Atto,DOC,Romagna Sangiovese,Tenuta Villa Trentola,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13,10k,Costine di maiale ai ferri,6 mesi in acciaio,"Rosso rubino vivace. Impronta olfattiva diciliegia, pepe nero e inchiostro. Assaggiostrutturato ed espressivo, con un tanninoastringente, in evoluzione. Conclusione dai tonispeziati. Matura per un anno in acciaio, per poiaffinare 6 mesi in bottiglia.",,Italia,2,,,
,0001719,,,,,,Superiore,2017,Romagna Sangiovese Superiore Ultimo Atto,DOC,Romagna Sangiovese,Tenuta Villa Trentola,Romagna,2,15-19,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,10k,Anguilla ai ferri,6 mesi in acciaio,"Rosso rubino vivace dai fragranti profumi dimarasca, arancia sanguinella e rosa canina,Sorso leggiadro e dinamico, dotato di ottimafreschezza e di un tannino dalla trama fine.Finale persistente dai ricordi di rabarbaro. Soloacciaio, per 6 mesi.",,Italia,2,,,
,0001719,,,,,,Superiore,2018,Romagna Sangiovese Superiore Ultimo Atto,DOC,Romagna Sangiovese,Tenuta Villa Trentola,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,14,10k,Polenta al sugo d'agnello,6 mesi in acciaio,"Rosso rubino luminoso. All’olfatto emergonofiori di campo, fieno e ciliegia. L'assaggio èscorrevole e snello; l'accentuata freschezza eil tannino vivace sono ben bilanciati dall'alcol,mentre una sottile scia balsamica attraversa ilfinale. Riposa in acciaio per 6 mesi",,Italia,2,,,
,0001719,,,,,,Superiore,2019,Romagna Sangiovese Superiore Ultimo Atto,DOC,Romagna Sangiovese,Tenuta Villa Trentola,Romagna,2,15-19,Sangiovese 100%,84,,84,,na,Rosso fermo,14,10k,,6 mesi in acciaio,,,Italia,2,,,
,0001719-1,0.46,4,0.24,4,2.0,Superiore,,Romagna Sangiovese Superiore Ultimo Atto,DOC,Romagna Sangiovese,Tenuta Villa Trentola,Romagna,2★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,14,10k,Costine di maiale ai ferri – Anguilla ai ferri – Polenta al sugo d'agnello,6 mesi in acciaio,,,Italia,1,,,
,0001722,,,,,,Modigliana,2015,Romagna Sangiovese Modigliana Gemme,DOC,Romagna Sangiovese,Torre San Martino,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,13,25k,Filettini di maiale lardellati,10 mesi in acciaio,"Rosso rubino vivace. Naso aperto e benleggibile. Sul fruttato, dai tratti vivaci e ancorafragranti, si innesta un lato più ematico eminerale, di immediata gradevolezza. Sorsodal gusto pieno, con una bella morbidezzaottimamente bilanciata dall'acidità. Il tanninomostra ancora qualche spigolo, ma dategli iltempo per armonizzarsi, perché la chiusuraè già saporita senza essere invadente. Soloacciaio e 4 mesi di bottiglia",,Italia,2,,,
,0001722,,,,,,Modigliana,2016,Romagna Sangiovese Modigliana Gemme,DOC,Romagna Sangiovese,Torre San Martino,Romagna,2,15-19,Sangiovese 100%,84,,84,,na,Rosso fermo,13,12k,Tagliatelle al ragù di lepre,10 mesi in acciaio,"Rosso rubino lucente. Si esprime con chiaririconoscimenti balsamici e di erbe aromatiche,seguiti da arancia rossa e ribes. Al gusto ètonificante e dinamico, con tannini scalpitantie finale saporito. Ottimo esempio di vinodisimpegnato e gustoso. Fermenta e sostain acciaio per 10 mesi; affina per 6 mesi inbottiglia.",,Italia,2,,,
,0001722,,,,,,Modigliana,2017,Romagna Sangiovese Modigliana Gemme,DOC,Romagna Sangiovese,Torre San Martino,Romagna,3,15-19,Sangiovese 100%,85,,85,,na,Rosso fermo,13,12k,Pollo alla diavola con polenta fritta,11 mesi in acciaio,"Rosso rubino intenso. Suadenti profumi difrutta, ciliegia e prugna in confettura, a seguireviole e rose leggermente appassite, e un toccominerale. L’ingresso al palato è deciso, i tanninisono ancora giovani ed evidenti e portano aun finale fresco e sapido, dai ritorni fruttatiMaturazione per 10 mesi in acciaio, affina 8mesi in bottiglia.",,Italia,2,,,
,0001722,,,,,,Modigliana,2018,Romagna Sangiovese Modigliana Gemme,DOC,Romagna Sangiovese,Torre San Martino,Romagna,2,15-19,Sangiovese 100%,84,,84,,na,Rosso fermo,13,12k,,11 mesi in acciaio,,,Italia,2,,,
,0001722,,,,,,Modigliana,2019,Romagna Sangiovese Modigliana Gemme,DOC,Romagna Sangiovese,Torre San Martino,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,13,25k,,11 mesi in acciaio,,,Italia,2,,,
,0001722-1,1.25,11,0.65,11,2.6,Modigliana,,Romagna Sangiovese Modigliana Gemme,DOC,Romagna Sangiovese,Torre San Martino,Romagna,2★-3★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,13,12k-25k,Filettini di maiale lardellati – Tagliatelle al ragù di lepre – Pollo alla diavola con polenta fritta,10-11 mesi in acciaio,,,Italia,1,,,
,0001721,,,,,,Modigliana,2013,Romagna Sangiovese Modigliana Vigna 1922,DOC,Romagna Sangiovese,Torre San Martino,Romagna,5,30-34,Sangiovese 100%,91,,91,,na,Rosso fermo,13.5,3k,Arrosto di oca,12 mesi in tonneau,"Rosso granato di media concentrazione. Alprimo approccio rivela un'eccellente dotazionefruttata, ribes e ciliegie in primis, per palesarepoi lentamente la sua complessità: inchiostroe grafite, rabarbaro e macis, viola appassitae gelatina di ribes nero. La bocca è tesa, dalcarattere nervoso, con tannini baldanzosiin piacevole evidenza. Si tratta di un vinoparticolarmente godibile oggi, che tuttaviaandrebbe visto nella sua lunga prospettiva,come dimostra la storia dei millesimi trascorsie della vigna che gli ha dato la vita. Vinificatotra acciaio e botte grande, con macerazione di40 giorni, matura per 12 mesi in tonneau.",,Italia,2,,,
,0001721,,,,,,Modigliana,2014,Romagna Sangiovese Modigliana Vigna 1922,DOC,Romagna Sangiovese,Torre San Martino,Romagna,2,25-29,Sangiovese 100%,84,,84,,na,Rosso fermo,13,2k,Costine di maiale ai ferri,12 mesi in tonneau,"Rosso rubino compatto. Delicati profumi diciliegia dominano il quadro olfattivo, più defilatisi avvertono anche sentori speziati di cannellae vaniglia. Sorso di media struttura, marcatoda tannini piuttosto incisivi e da una decisafreschezza. Chiusura fruttata. Fermentazionee maturazione mista in acciaio e legno grande,poi 18 mesi di affinamento in bottiglia",,Italia,2,,,
,0001721,,,,,,Modigliana,2015,Romagna Sangiovese Modigliana Vigna 1922,DOC,Romagna Sangiovese,Torre San Martino,Romagna,3,25-29,Sangiovese 100%,87,,87,,na,Rosso fermo,13.5,2k,Tagliata di manzo con porcini,12 mesi in tonneau,"Rubino vivo. Bouquet elegante, declinato suamarene, erbe mediterranee e un tocco divaniglia. L'assaggio svela un vino capillaree nervoso nella trama tannica, avvolta daun frutto delineato, e ben sostenuto da unafreschezza acida che ne allunga la persistenza.È un vino raffinato, di carattere, con tuttele carte in regola per guadagnare maggiorcomplessità. Fermenta in acciaio e riposain tonneau per 12 mesi; ulteriori 18 mesi diaffinamento in bottiglia.",,Italia,2,,,
,0001721,,,,,,Modigliana,2016,Romagna Sangiovese Modigliana Vigna 1922,DOC,Romagna Sangiovese,Torre San Martino,Romagna,4,25-29,Sangiovese 100%,90,,90,,na,Rosso fermo,13,2k,Bocconcini di manzo con funghi prugnoli,12 mesi in tonneau,"Rosso rubino luminoso. All'olfatto emergonociliegia e amarene in confettura,sopraggiungono effluvi floreali che siintrecciano con ricordi di cannella, carrube eun tocco di balsamicità. Il sorso è appagante,lungo e setoso, ben sostenuto da freschezzae giusta sapidità, che lo portano a un finale dairichiami fruttati. Maturazione per 12 mesi intonneau, affina poi 18 mesi in bottiglia.",,Italia,2,,,
,0001721,,,,,,Modigliana,2017,Romagna Sangiovese Modigliana Vigna 1922,DOC,Romagna Sangiovese,Torre San Martino,Romagna,3,25-29,Sangiovese 100%,86,,86,,na,Rosso fermo,13,2k,Lepre in salmì,12 mesi in tonneau,"Rosso rubino con riflessi granato. Intensi edefiniti profumi di rosa essiccata, ciliegia eprugna in confettura si alternano a elegantinuance balsamiche e di erbe officinali. Avvolgeil palato con raffinati tannini, levigati, sorretti daviva freschezza e sapidità. Lunga persistenzafruttata in epilogo. Matura in tonneau per 12mesi, poi affina in bottiglia per 18 mesi.",,Italia,2,,,
,0001721,,,,,,Modigliana,2018,Romagna Sangiovese Modigliana Vigna 1922,DOC,Romagna Sangiovese,Torre San Martino,Romagna,3,30-34,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,1k,,12 mesi in tonneau,,,Italia,2,,,
